full_name,neo,pha,sats,H,G,diameter,extent,albedo,rot_per,GM,BV,UB,spec_B,spec_T,orbit_id,epoch,equinox,e,a,q,i,om,w,ma,ad,n,tp,per_y,moid,moid_jup,t_jup,class,producer,data_arc,first_obs,last_obs,n_obs_used,condition_code,rms
  5332 Davidaguilar (1990 DA),Y,N,0,14.87,,3.6,,,5.803,,,,,,JPL 378,2460000.5,J2000,0.4553,2.164,1.178,25.52,142.78,306.06,153.71,3.15,0.3097,2459504.21,3.18,0.306,2.37,3.44,AMO,Otto Matic,17794,18/10/73,07/07/22,1989,0,0.46593
  5370 Taranis (1986 RA),Y,N,0,15.24,,3.6,,0.037,,,,,,,JPL 68,2460000.5,J2000,0.6371,3.321,1.205,19.17,177.8,161.35,352.95,5.44,0.1628,2460043.83,6.05,0.212,0.375,2.73,AMO,Otto Matic,13073,11/08/86,27/05/22,351,0,0.61077
  5381 Sekhmet (1991 JY),Y,N,1,16.75,,0.935,,0.507,2.8233,,,,,,JPL 92,2460000.5,J2000,0.2964,0.9475,0.667,48.97,58.53,37.42,277.91,1.23,1.069,2460077.32,0.922,0.113,4.17,6.03,ATE,Otto Matic,9438,14/05/91,16/03/17,416,0,0.36202
  5496 (1973 NA),Y,N,0,16.15,,,,,2.855,,,,,,JPL 60,2460000.5,J2000,0.6353,2.435,0.888,68,101.05,118.01,39.72,3.98,0.2593,2459847.32,3.8,0.0917,2.66,2.53,APO,Otto Matic,17771,06/07/73,02/03/22,232,0,0.50126
  5587 (1990 SB),Y,N,0,13.9,,3.57,,0.32,5.0522,,,,Sq,,JPL 455,2460000.5,J2000,0.544,2.398,1.093,18.09,189.92,86.81,304.81,3.7,0.2654,2460208.42,3.71,0.308,1.96,3.25,AMO,Otto Matic,25325,07/12/53,09/04/23,4086,0,0.39466
  5590 (1990 VA),Y,N,0,19.91,,,,,,,,,,,JPL 17,2460000.5,J2000,0.2795,0.9857,0.71,14.19,216.28,34.49,141.55,1.26,1.007,2459859.96,0.979,0.121,3.76,6.09,ATE,Otto Matic,2218,09/11/90,05/12/96,67,2,0.65649
  5604 (1992 FE),Y,Y,0,17.38,,0.55,,0.48,5.3375,,,,V,,JPL 190,2460000.5,J2000,0.4061,0.9286,0.551,4.72,311.9,82.66,329.07,1.31,1.101,2460028.58,0.895,0.0336,4.13,6.37,ATE,Otto Matic,16041,23/04/76,24/03/20,977,0,0.37888
  5620 Jasonwheeler (1990 OA),Y,N,0,17.12,,,,,5.307,,,,,,JPL 127,2460000.5,J2000,0.4225,2.159,1.247,7.87,128.65,153.8,105.55,3.07,0.3107,2459660.78,3.17,0.238,2.12,3.57,AMO,Otto Matic,24671,16/05/55,01/12/22,536,0,0.52591
  5626 Melissabrucker (1991 FE),Y,N,0,14.35,,,,,2.48611,,,,S,,JPL 733,2460000.5,J2000,0.4548,2.194,1.196,3.85,173.1,231.81,18.25,3.19,0.3032,2459940.3,3.25,0.211,2.23,3.52,AMO,Otto Matic,19205,08/09/70,08/04/23,4144,0,0.4066
  5645 (1990 SP),Y,N,0,17.21,,1.668,,0.121,30.39,,,,,,JPL 199,2460000.5,J2000,0.3872,1.355,0.83,13.51,45.71,48.27,149.41,1.88,0.6252,2459761.53,1.58,0.0546,3.38,4.76,APO,Otto Matic,17131,13/08/74,08/07/21,1011,0,0.37886
  5646 (1990 TR),Y,N,1,15.51,,4.3,,0.223,3.1999,,,,U,,JPL 423,2460000.5,J2000,0.4361,2.143,1.209,7.91,14.1,335.76,126.59,3.08,0.3141,2459597.46,3.14,0.21,2.36,3.57,AMO,Otto Matic,12008,03/05/90,19/03/23,2329,0,0.44863
  5653 Camarillo (1992 WD5),Y,N,0,16.24,,1.537,,0.271,4.834,,,,,,JPL 402,2460000.5,J2000,0.3046,1.794,1.247,6.88,9.89,122.65,177.86,2.34,0.4102,2459566.94,2.4,0.282,2.72,4.01,AMO,Otto Matic,17635,24/03/74,05/07/22,2453,0,0.42157
  5660 (1974 MA),Y,N,0,15.52,,,,,17.5,,,,Q,,JPL 73,2460000.5,J2000,0.7619,1.786,0.425,38.13,302.15,127.01,110.22,3.15,0.4131,2459733.7,2.39,0.162,2.84,3.51,APO,Otto Matic,16737,26/06/74,22/04/20,295,0,0.46454
  5693 (1993 EA),Y,Y,0,16.78,,,,,2.496,,,,,,JPL 416,2460000.5,J2000,0.5852,1.271,0.527,5.06,96.99,258.97,150.23,2.01,0.6882,2459782.18,1.43,0.00587,3.44,4.89,APO,Otto Matic,14322,10/01/84,28/03/23,2580,0,0.44024
  5731 Zeus (1988 VP4),Y,N,0,15.44,,5.231,,0.031,,,,,,,JPL 223,2460000.5,J2000,0.6519,2.266,0.789,11.2,280.59,218.45,352.93,3.74,0.2889,2460024.98,3.41,0.0642,1.43,3.28,APO,Otto Matic,12625,13/09/88,08/04/23,1126,0,0.42404
  5751 Zao (1992 AC),Y,N,0,14.91,,2.3,,0.36,76,,,,X,,JPL 326,2460000.5,J2000,0.4252,2.102,1.208,16.07,121.63,25.5,60.14,3,0.3235,2459814.58,3.05,0.241,2.07,3.58,AMO,Otto Matic,12035,10/03/89,20/02/22,2430,0,0.44897
  5786 Talos (1991 RC),Y,N,0,17.22,,,,,23.6,,,,,,JPL 194,2460000.5,J2000,0.8269,1.081,0.187,23.24,161.3,8.38,111.74,1.98,0.8764,2459873,1.12,0.189,3,5.28,APO,Otto Matic,10659,03/09/91,08/11/20,1100,0,0.49233
  5797 Bivoj (1980 AA),Y,N,0,18.89,,0.4,,,2.706,,,,,,JPL 95,2460000.5,J2000,0.4443,1.893,1.052,4.19,298.93,168.65,202.38,2.73,0.3783,2460417.14,2.61,0.0695,2.42,3.83,AMO,Otto Matic,23940,12/10/53,29/04/19,523,0,0.54102
  5828 (1991 AM),Y,N,0,16.03,,1.457,,0.331,2.6666,,,,Q,,JPL 168,2460000.5,J2000,0.6949,1.698,0.518,30.12,125.42,152.77,150.29,2.88,0.4456,2459663.21,2.21,0.397,2.46,3.78,APO,Otto Matic,14697,13/11/82,08/02/23,921,0,0.43619
  5836 (1993 MF),Y,N,0,15,,2.754,,0.156,4.9543,,,,S,,JPL 355,2460000.5,J2000,0.5365,2.441,1.131,7.95,238.73,78.05,264.54,3.75,0.2584,2460369.86,3.81,0.184,1.71,3.28,AMO,Otto Matic,15312,26/04/81,29/03/23,1913,0,0.45322
  5863 Tara (1983 RB),Y,N,0,15.85,,1.345,,0.488,5.867,,,,,,JPL 240,2460000.5,J2000,0.5054,2.222,1.099,19.49,168.89,115.52,348.43,3.35,0.2975,2460039.38,3.31,0.236,2.25,3.41,AMO,Otto Matic,14088,07/09/83,03/04/22,1104,0,0.50025
  5869 Tanith (1988 VN4),Y,N,0,17.22,,,,,17.519,,,,,,JPL 184,2460000.5,J2000,0.3211,1.812,1.23,17.93,227.85,230.83,350.02,2.39,0.404,2460025.19,2.44,0.31,2.95,3.94,AMO,Otto Matic,16826,16/02/77,13/03/23,851,0,0.47779
  5879 Almeria (1992 CH1),Y,N,0,17.61,,,,,21.967,,,,,,JPL 295,2460000.5,J2000,0.289,1.625,1.155,21.57,145.83,355.81,357.49,2.09,0.476,2460005.78,2.07,0.168,2.93,4.2,AMO,Otto Matic,11382,08/02/92,08/04/23,1587,0,0.4339
  6037 (1988 EG),Y,Y,0,19,,,,,2.7602,,,,,,JPL 110,2460000.5,J2000,0.4996,1.271,0.636,3.5,182.36,242.18,197.21,1.91,0.6877,2460237.22,1.43,0.0241,3.44,4.95,APO,Otto Matic,12142,12/03/88,09/06/21,540,0,0.41705
  6047 (1991 TB1),Y,N,0,17.85,,,,,,,,,S,,JPL 166,2460000.5,J2000,0.3521,1.455,0.942,23.48,6.08,103.81,265.32,1.97,0.5618,2460169.02,1.75,0.14,3.31,4.49,APO,Otto Matic,13449,20/03/85,14/01/22,804,0,0.51052
  6050 Miwablock (1992 AE),Y,N,0,15,,2.884,,0.257,5.7566,,,,,,JPL 464,2460000.5,J2000,0.4371,2.203,1.24,6.4,88.17,285.01,212.29,3.17,0.3015,2460490.4,3.27,0.268,2.33,3.52,AMO,Otto Matic,25604,15/02/53,24/03/23,2212,0,0.47011
  6053 (1993 BW3),Y,N,0,14.92,,3.72,,0.14,2.573,,,,Sq,,JPL 360,2460000.5,J2000,0.5287,2.147,1.012,21.58,318.24,74.91,254.05,3.28,0.3133,2460338.69,3.15,0.221,2.7,3.44,APO,Otto Matic,16765,04/06/76,29/04/22,2138,0,0.35316
  6063 Jason (1984 KB),Y,N,0,16.04,,1.4,,0.21,48.6,,,,,,JPL 195,2460000.5,J2000,0.7625,2.221,0.528,4.96,169.06,337.6,281.21,3.91,0.2977,2460265.12,3.31,0.0763,1.13,3.19,APO,Otto Matic,22620,22/10/60,27/09/22,1238,0,0.38218
  6178 (1986 DA),Y,N,0,15.78,,2.3,,0.15,3.5002,,0.677,0.267,,,JPL 183,2460000.5,J2000,0.5843,2.815,1.17,4.31,64.5,127.45,289.61,4.46,0.2086,2460337.86,4.72,0.181,0.52,3.04,AMO,Otto Matic,16597,17/07/77,25/12/22,1115,0,0.45291
  6239 Minos (1989 QF),Y,Y,0,18.57,,,,,3.5558,,,,,,JPL 235,2460000.5,J2000,0.4126,1.151,0.676,3.94,344.57,239.7,105.64,1.63,0.798,2459868.12,1.24,0.0262,3.36,5.38,APO,Otto Matic,13876,14/01/83,10/01/21,1432,0,0.4539
  6455 (1992 HE),Y,N,0,13.95,,4.626,,0.227,2.7361,,,,S,,JPL 500,2460000.5,J2000,0.5724,2.241,0.958,37.34,26.9,262.81,53.6,3.52,0.2938,2459818.07,3.35,0.29,2.84,3.18,APO,Otto Matic,12196,29/09/89,19/02/23,3204,0,0.35105
  6456 Golombek (1992 OM),Y,N,0,16,,,,,2.50129,,,,,,JPL 314,2460000.5,J2000,0.4093,2.192,1.295,8.22,313.58,347.14,152.89,3.09,0.3037,2459497.02,3.25,0.28,2.17,3.55,AMO,Otto Matic,15849,22/08/79,12/01/23,1465,0,0.44699
  6489 Golevka (1991 JX),Y,Y,0,19.22,,0.53,,0.151,6.026,,,,Q,,JPL 107,2460000.5,J2000,0.6123,2.485,0.963,2.27,209.47,68.67,1.14,4.01,0.2516,2459995.97,3.92,0.025,1.17,3.19,APO,Otto Matic,8968,15/04/91,03/11/15,1017,0,0.62902
  6491 (1991 OA),Y,Y,0,18.74,,,,,2.69,,,,,,JPL 30,2460000.5,J2000,0.5903,2.501,1.025,5.95,301.89,323.64,353.53,3.98,0.2492,2460026.46,3.96,0.0428,1.18,3.19,AMO,Otto Matic,10431,18/03/91,08/10/19,190,0,0.55787
  6569 Ondaatje (1993 MO),Y,N,0,16.67,,,,,5.958,,,,Sr,,JPL 359,2460000.5,J2000,0.2208,1.626,1.267,22.64,111.47,167.35,103.83,1.99,0.4753,2459782.03,2.07,0.254,3.18,4.21,AMO,Otto Matic,14171,29/12/83,16/10/22,3592,0,0.32954
  6611 (1993 VW),Y,N,0,16.91,,1.408,,0.158,2.5568,,,,V,,JPL 262,2460000.5,J2000,0.4847,1.696,0.874,8.7,230.77,281.63,47.23,2.52,0.4462,2459894.65,2.21,0.0602,2.55,4.05,APO,Otto Matic,14561,15/11/82,27/09/22,1214,0,0.50537
  7025 (1993 QA),Y,N,0,18.09,,0.498,,0.34,2.5057,,,,,,JPL 129,2460000.5,J2000,0.3149,1.476,1.011,12.61,146.6,323.47,44.85,1.94,0.5497,2459918.91,1.79,0.063,3.2,4.51,APO,Otto Matic,10822,16/08/93,03/04/23,723,0,0.53389
  7088 Ishtar (1992 AA),Y,N,1,16.84,,1.298,,0.26,2.679,,,,,,JPL 245,2460000.5,J2000,0.3899,1.981,1.209,8.3,102.61,354.77,59.72,2.75,0.3534,2459831.5,2.79,0.225,2.45,3.75,AMO,Otto Matic,15369,03/03/81,01/04/23,1326,0,0.44028
  7092 Cadmus (1992 LC),Y,N,0,15.13,,6.319,,0.046,,,,,,,JPL 204,2460000.5,J2000,0.6944,2.544,0.778,17.78,56.78,94.78,244.89,4.31,0.2429,2460474.4,4.06,0.0999,1.5,3,APO,Otto Matic,15476,02/06/80,16/10/22,1155,0,0.54856
  7236 (1987 PA),Y,N,0,18.3,,,,,,,,,,,JPL 40,2460000.5,J2000,0.559,2.725,1.202,16.33,308.5,337.93,335.63,4.25,0.2191,2460111.71,4.5,0.202,1.06,3.06,AMO,Otto Matic,9934,01/08/87,12/10/14,164,0,0.42561
  7335 (1989 JA),Y,Y,1,17.7,,1.8,,0.448,2.58988,,,,,,JPL 205,2460000.5,J2000,0.4846,1.772,0.913,15.17,61.28,232.3,98.36,2.63,0.4179,2459765.13,2.36,0.0219,2.67,3.92,APO,Otto Matic,12317,06/04/89,26/12/22,2491,0,0.32066
  7336 Saunders (1989 RS1),Y,N,0,18.8,,,,,4.307,,,,Sq,,JPL 148,2460000.5,J2000,0.4816,2.306,1.196,7.2,174.47,181.51,196.93,3.42,0.2814,2460579.93,3.5,0.19,2.03,3.41,AMO,Otto Matic,12871,20/10/82,15/01/18,903,0,0.44742
  7341 (1991 VK),Y,Y,0,16.96,,0.982,,0.235,4.2096,,,,Sq,,JPL 434,2460000.5,J2000,0.506,1.841,0.91,5.41,294.74,173.49,161.16,2.77,0.3945,2459592,2.5,0.0478,2.39,3.85,APO,Otto Matic,11226,12/09/91,07/06/22,2340,0,0.32748
  7350 (1993 VA),Y,N,0,17.29,,1.921,,0.069,3.58264,,,,,,JPL 254,2460000.5,J2000,0.3911,1.356,0.826,7.26,133.11,336.66,169.22,1.89,0.6242,2459729.39,1.58,0.0806,3.25,4.77,APO,Otto Matic,21091,15/10/63,13/07/21,1393,0,0.40593
  7358 Oze (1995 YA3),Y,N,0,14.76,,,,,125.8,,,,Sq,,JPL 428,2460000.5,J2000,0.5023,2.199,1.094,4.66,265.45,92.27,170.45,3.3,0.3023,2459436.6,3.26,0.123,2.19,3.49,AMO,Otto Matic,23128,02/12/59,29/03/23,2053,0,0.49989
  7474 (1992 TC),Y,N,0,18,,,,,5.54,,,,X,,JPL 80,2460000.5,J2000,0.2922,1.566,1.108,7.09,88.61,275.65,187.68,2.02,0.5031,2460343.05,1.96,0.167,3.45,4.36,AMO,Otto Matic,11910,19/08/90,29/03/23,436,0,0.65329
  7480 Norwan (1994 PC),Y,N,0,17.23,,,,,35.9,,,,S,,JPL 220,2460000.5,J2000,0.317,1.568,1.071,9.45,124.37,256.85,156.96,2.06,0.502,2459687.85,1.96,0.161,3.43,4.35,AMO,Otto Matic,14947,01/05/82,03/04/23,1160,0,0.60924
  7482 (1994 PC1),Y,Y,0,16.65,,1.052,,0.277,2.5999,,,,S,,JPL 209,2460000.5,J2000,0.3294,1.349,0.904,33.47,117.86,47.49,228.98,1.79,0.6292,2460208.73,1.57,0.000609,3.37,4.66,APO,Otto Matic,17476,22/09/74,28/07/22,1430,0,0.34177
  7753 (1988 XB),Y,Y,0,18.02,,,,,42.2,,,,B,,JPL 234,2460000.5,J2000,0.4816,1.467,0.76,3.12,73.39,280.07,123.1,2.17,0.5547,2459778.57,1.78,0.00647,3.27,4.48,APO,Otto Matic,12528,05/12/88,25/03/23,1296,0,0.40714
  7822 (1991 CS),Y,Y,0,17.3,,1.602,,0.075,2.3896,,,,S,,JPL 308,2460000.5,J2000,0.1646,1.123,0.938,37.12,156.85,249.44,45.25,1.31,0.8285,2459945.89,1.19,0.0214,3.96,5.37,APO,Otto Matic,11768,19/01/91,09/04/23,1925,0,0.4049
  7839 (1994 ND),Y,N,0,17.8,,0.784,,0.181,,,,,,,JPL 44,2460000.5,J2000,0.5186,2.165,1.042,27.11,102.51,228.35,342.28,3.29,0.3094,2460057.79,3.19,0.136,2.36,3.38,AMO,Otto Matic,9038,03/07/94,01/04/19,190,0,0.53769
  7888 (1993 UC),Y,N,1,15.19,,2.298,,0.257,2.337,,,,U,,JPL 189,2460000.5,J2000,0.6633,2.437,0.82,26.09,165.9,323.04,228.68,4.05,0.2591,2460507.27,3.8,0.0867,1.46,3.06,APO,Otto Matic,12018,28/10/89,23/09/22,1286,0,0.36085
  7889 (1994 LX),Y,N,1,15.14,,1.68,,0.452,2.741,,,,V,,JPL 438,2460000.5,J2000,0.3462,1.262,0.825,36.91,111.27,349.17,279.77,1.7,0.6955,2460115.85,1.42,0.155,3.47,4.86,APO,Otto Matic,16475,10/08/77,18/09/22,2618,0,0.36511
  7977 (1977 QQ5),Y,N,0,15.17,,,,,7.456,,,,S,,JPL 312,2460000.5,J2000,0.4663,2.226,1.188,25.16,134.14,248.09,235.25,3.26,0.2967,2460420.93,3.32,0.355,2.65,3.38,AMO,Otto Matic,24848,23/03/55,03/04/23,1470,0,0.46713
  8013 Gordonmoore (1990 KA),Y,N,0,17.1,,2.3,,,8.4,,,,,,JPL 175,2460000.5,J2000,0.4313,2.2,1.251,7.57,105.56,146.74,10.21,3.15,0.3021,2459966.69,3.26,0.247,1.92,3.53,AMO,Otto Matic,25658,01/09/51,30/11/21,752,0,0.5665
  8014 (1990 MF),Y,Y,0,18.88,,0.7,,,50.09,,,,,,JPL 177,2460000.5,J2000,0.4562,1.747,0.95,1.87,209.84,114.76,35.33,2.54,0.4268,2459917.73,2.31,0.0167,2.81,4.01,APO,Otto Matic,11615,14/06/90,02/04/22,1269,0,0.28851
  8034 Akka (1992 LR),Y,N,0,18.02,,,,,7.283,,,,,,JPL 114,2460000.5,J2000,0.4092,1.83,1.081,2.02,232.83,68.21,126.12,2.58,0.3982,2459683.8,2.48,0.0729,2.67,3.92,AMO,Otto Matic,11174,21/05/92,24/12/22,637,0,0.55985
  8035 (1992 TB),Y,N,0,17.11,,,,,,,,,,,JPL 190,2460000.5,J2000,0.4626,1.342,0.721,28.31,185.62,6.1,353.36,1.96,0.634,2460010.98,1.55,0.273,2.99,4.67,APO,Otto Matic,11071,02/10/92,24/01/23,1094,0,0.52163
  8037 (1993 HO1),Y,N,0,16.63,,,,,12.98,,,,,,JPL 360,2460000.5,J2000,0.4175,1.987,1.158,5.91,22.39,105.71,280.27,2.82,0.3519,2460227.11,2.8,0.202,2.28,3.74,AMO,Otto Matic,15911,08/03/79,29/09/22,1776,0,0.47323
  8176 (1991 WA),Y,N,0,17.04,,,,,7.111,,,,Q,,JPL 153,2460000.5,J2000,0.6431,1.575,0.562,39.59,66.5,241.9,321.57,2.59,0.4987,2460077.57,1.98,0.192,3.22,3.95,APO,Otto Matic,11443,01/12/91,31/03/23,798,0,0.57814
  8201 (1994 AH2),Y,N,0,15.95,,1.859,,0.154,23.949,,,,O,,JPL 143,2460000.5,J2000,0.7067,2.538,0.744,9.55,164.1,25.11,53.24,4.33,0.2437,2459782.05,4.04,0.101,0.656,3.02,APO,Otto Matic,14650,16/12/81,25/01/22,849,0,0.5456
  8507 (1991 CB1),Y,N,0,17.21,,,,,,,,,,,JPL 124,2460000.5,J2000,0.5945,1.687,0.684,14.59,317.41,345.79,99.51,2.69,0.4498,2459779.29,2.19,0.22,2.59,3.97,APO,Otto Matic,11686,15/02/91,13/02/23,584,0,0.56097
  8566 (1996 EN),Y,Y,0,16.32,,1.568,,0.217,4.845,,,,U,,JPL 277,2460000.5,J2000,0.4303,1.506,0.858,37.98,164.12,125.14,130.22,2.15,0.5332,2459756.26,1.85,0.0227,3.48,4.22,APO,Otto Matic,14503,06/04/83,20/12/22,1711,0,0.45154
  8567 (1996 HW1),Y,N,0,15.35,,2.928,,0.156,8.7573,,,,,,JPL 549,2460000.5,J2000,0.4495,2.045,1.126,8.45,177.1,177.31,337.32,2.96,0.337,2460067.8,2.92,0.12,2.48,3.65,AMO,Otto Matic,24476,23/05/55,27/05/22,3949,0,0.3823
  8709 Kadlu (1994 JF1),Y,N,0,17.08,,,,,50.6,,,,,,JPL 66,2460000.5,J2000,0.489,2.529,1.293,3.52,119.24,153.64,35.44,3.77,0.245,2459855.86,4.02,0.277,1.37,3.27,AMO,Otto Matic,11568,23/09/90,26/05/22,526,0,0.57462
  9058 (1992 JB),Y,N,0,17.91,,,,,,,,,,,JPL 150,2460000.5,J2000,0.3597,1.557,0.997,16.09,218.3,307.1,340.34,2.12,0.5075,2460039.23,1.94,0.0847,2.94,4.32,APO,Otto Matic,11386,09/01/92,13/03/23,806,0,0.50982
  9162 Kwiila (1987 OA),Y,N,0,18.03,,1.127,,0.088,15.13,,,,,,JPL 151,2460000.5,J2000,0.5955,1.497,0.605,9.01,180.01,235.8,114.33,2.39,0.5383,2459788.1,1.83,0.0809,3.03,4.33,APO,Otto Matic,12354,18/07/87,14/05/21,754,0,0.48411
  9172 Abhramu (1989 OB),Y,N,0,16.65,,,,,,,,,,,JPL 89,2460000.5,J2000,0.5529,2.71,1.211,7.84,287.62,74.1,185.88,4.21,0.221,2460788.46,4.46,0.251,1.45,3.11,AMO,Otto Matic,11929,07/07/89,05/03/22,395,0,0.62715
  9202 (1993 PB),Y,N,0,16.04,,1.617,,0.332,,,,,,,JPL 169,2460000.5,J2000,0.6077,1.424,0.559,40.8,315.9,212.36,236.96,2.29,0.5801,2460212.61,1.7,0.374,2.91,4.28,APO,Otto Matic,10702,13/08/93,01/12/22,826,0,0.46164
  9400 (1994 TW1),Y,N,0,14.86,,3.698,,0.155,97.1,,,,Sr,,JPL 316,2460000.5,J2000,0.5808,2.587,1.085,36,3.36,62.14,269.1,4.09,0.2368,2460384.3,4.16,0.283,2.48,2.94,AMO,Otto Matic,10679,18/03/91,12/06/20,1868,0,0.42356
  9856 (1991 EE),Y,Y,0,17.05,,1,,0.3,3.045,,,,,,JPL 193,2460000.5,J2000,0.6259,2.242,0.839,9.83,168.1,116.21,138.39,3.65,0.2936,2459529.18,3.36,0.0217,1.69,3.33,APO,Otto Matic,11638,13/03/91,22/01/23,1304,0,0.35997
  9950 ESA (1990 VB),Y,N,0,16.21,,,,,6.712,,,,,,JPL 177,2460000.5,J2000,0.5329,2.439,1.139,14.59,253.47,103.57,175.83,3.74,0.2588,2459321.12,3.81,0.28,2.1,3.25,AMO,Otto Matic,11827,08/11/90,27/03/23,773,0,0.44825
 10115 (1992 SK),Y,Y,0,17.16,,0.938,,0.318,7.319,,,,S:,,JPL 272,2460000.5,J2000,0.3248,1.248,0.843,15.32,8.9,233.64,20.66,1.65,0.7066,2459971.26,1.39,0.0457,3.4,5.06,APO,Otto Matic,24655,12/10/53,13/04/21,1619,0,0.44285
 10145 (1994 CK1),Y,N,0,16.98,,,,,49.2892,,,,,,JPL 158,2460000.5,J2000,0.6329,1.901,0.698,4.55,328.4,27.41,122.82,3.1,0.3761,2459673.91,2.62,0.0628,2.36,3.67,APO,Otto Matic,10638,10/02/94,28/03/23,1351,0,0.39311
 10150 (1994 PN),Y,N,0,15.48,,,,,2.965,,,,,,JPL 203,2460000.5,J2000,0.544,2.375,1.083,45.94,112.98,234.03,266.15,3.67,0.2692,2460349.11,3.66,0.226,2.44,2.98,AMO,Otto Matic,10472,07/08/94,09/04/23,983,0,0.47676
 10165 (1995 BL2),Y,N,0,17.43,,0.829,,0.372,,,,,L,,JPL 176,2460000.5,J2000,0.5037,1.235,0.613,23.9,312.43,348.46,20.63,1.86,0.7184,2459971.78,1.37,0.377,3.41,4.98,APO,Otto Matic,11356,22/02/91,27/03/22,893,0,0.55747
 10302 (1989 ML),Y,N,0,19.45,,,,,19.164,,,,X,,JPL 197,2460000.5,J2000,0.1369,1.273,1.099,4.38,104.28,183.62,155.13,1.45,0.6864,2459774.49,1.44,0.0815,3.64,5.07,AMO,Otto Matic,12250,06/06/89,20/12/22,1151,0,0.44904
 10563 Izhdubar (1993 WD),Y,N,0,16.94,,,,,,,,,Q,,JPL 85,2460000.5,J2000,0.2663,1.007,0.739,63.46,56.56,132.19,241.47,1.27,0.9756,2460122,1.01,0.144,3.82,5.55,APO,Otto Matic,11187,13/11/91,30/06/22,630,0,0.61592
 10636 (1998 QK56),Y,N,0,17.7,,0.533,,0.645,9.876,,,,,,JPL 139,2460000.5,J2000,0.5126,1.885,0.919,13.58,172.94,286.31,130.6,2.85,0.381,2459657.72,2.59,0.111,2.5,3.77,APO,Otto Matic,24455,16/05/55,29/04/22,805,0,0.42302
 10860 (1995 LE),Y,N,0,17.32,,,,,,,,,,,JPL 43,2460000.5,J2000,0.5744,2.579,1.098,4.15,257.22,75.49,233.59,4.06,0.238,2460531.57,4.14,0.112,1.39,3.17,AMO,Otto Matic,9361,03/06/95,18/01/21,303,0,0.62681
 11054 (1991 FA),Y,N,0,17.08,,,,,2.57223,,,,,,JPL 266,2460000.5,J2000,0.4466,1.979,1.095,3.08,339.06,92.33,221.63,2.86,0.354,2460391.32,2.78,0.122,2.47,3.73,AMO,Otto Matic,30869,28/11/37,04/06/22,1293,0,0.45638
 11066 Sigurd (1992 CC1),Y,N,0,15.24,,2.104,,0.19,8.4958,,,,K,,JPL 359,2460000.5,J2000,0.3755,1.392,0.869,36.88,349.23,22.01,74.94,1.91,0.6004,2459875.69,1.64,0.12,3.58,4.51,APO,Otto Matic,17174,01/04/76,09/04/23,1919,0,0.3717
 11284 Belenus (1990 BA),Y,N,0,18.26,,,,,5.43,,,,,,JPL 160,2460000.5,J2000,0.3374,1.74,1.153,1.99,311.73,171.15,146.71,2.33,0.4295,2459658.9,2.3,0.168,2.76,4.08,AMO,Otto Matic,26037,09/12/50,23/03/22,752,0,0.48686
 11311 Peleus (1993 XN2),Y,N,0,15.91,,,,,,,,,Sq,,JPL 151,2460000.5,J2000,0.5359,2.117,0.983,25.49,59.32,313.42,194.58,3.25,0.3199,2460517.59,3.08,0.0948,2.47,3.43,APO,Otto Matic,10700,10/12/93,28/03/23,646,0,0.55451
 11398 (1998 YP11),Y,N,0,16.41,,1.316,,0.318,38.6,,,,Sr,,JPL 434,2460000.5,J2000,0.3893,1.721,1.051,15.02,144.75,74.75,204.97,2.39,0.4366,2460355.56,2.26,0.203,2.69,4.05,AMO,Otto Matic,14565,05/01/83,21/11/22,3227,0,0.39577
 11405 (1999 CV3),Y,N,0,15.19,,3.621,,0.112,6.504,,,,Sq,,JPL 632,2460000.5,J2000,0.3939,1.46,0.885,22.86,141.26,96.38,178.51,2.03,0.5589,2459681.14,1.76,0.118,3.2,4.46,APO,Otto Matic,16179,25/10/78,10/02/23,3994,0,0.42613
 11500 Tomaiyowit (1989 UR),Y,Y,0,18.37,,0.738,,0.142,73,,,,S,,JPL 213,2460000.5,J2000,0.3559,1.08,0.695,10.31,234.4,289.51,156.6,1.46,0.8784,2459822.22,1.12,0.034,3.54,5.66,APO,Otto Matic,10889,25/10/89,18/08/19,1243,0,0.41856
 11885 Summanus (1990 SS),Y,N,0,18.52,,1.298,,0.033,7.368,,,,,,JPL 81,2460000.5,J2000,0.4745,1.703,0.895,19.43,359.78,116.22,153.28,2.51,0.4434,2459654.83,2.22,0.0673,2.76,4,APO,Otto Matic,11552,25/09/90,12/05/22,394,0,0.47865
 12538 (1998 OH),Y,Y,0,15.88,,1.663,,0.232,2.575,,,,S:,,JPL 526,2460000.5,J2000,0.4063,1.542,0.915,24.54,220.7,321.79,8.07,2.17,0.515,2459984.84,1.91,0.0293,2.89,4.28,APO,Otto Matic,11503,10/10/91,08/04/23,3833,0,0.33808
 12711 Tukmit (1991 BB),Y,N,0,15.98,,,,,3.4848,,,,Sr,,JPL 409,2460000.5,J2000,0.2721,1.186,0.863,38.49,294.97,322.87,193.59,1.51,0.7628,2460218.65,1.29,0.112,3.72,5.11,APO,Otto Matic,11750,12/01/91,15/03/23,2353,0,0.43047
 12923 Zephyr (1999 GK4),Y,Y,0,15.82,,2.06,,0.199,3.893,,,,S:,,JPL 430,2460000.5,J2000,0.492,1.962,0.997,5.31,168.18,147.11,196.5,2.93,0.3585,2460456.55,2.75,0.0208,2.4,3.72,APO,Otto Matic,24823,21/04/55,07/04/23,2532,0,0.42578
