full_name,neo,pha,sats,H,G,diameter,extent,albedo,rot_per,GM,BV,UB,spec_B,spec_T,orbit_id,epoch,equinox,e,a,q,i,om,w,ma,ad,n,tp,per_y,moid,moid_jup,t_jup,class,producer,data_arc,first_obs,last_obs,n_obs_used,condition_code,rms
510055 (2010 FH81),Y,Y,0,21.51,,0.2,,0.094,,,,,,,JPL 35,2460000.5,J2000,0.2104,1.226,0.968,16.79,84.61,158.28,147.97,1.48,0.7264,2459796.79,1.36,0.0355,3.54,5.15,APO,Otto Matic,4265,30/03/10,02/12/21,96,0,0.41929
510073 (2010 JF88),Y,N,0,18.56,,0.451,,0.316,,,,,,,JPL 58,2460000.5,J2000,0.658,2.234,0.764,17.3,115.64,212.15,272.18,3.7,0.2952,2460297.95,3.34,0.148,1.76,3.27,APO,Otto Matic,3876,14/05/10,23/12/20,244,0,0.52205
510160 (2010 XO56),Y,N,0,20.21,,,,,,,,,,,JPL 30,2460000.5,J2000,0.1117,1.117,0.992,40.57,272.82,252.81,61.1,1.24,0.8349,2459927.32,1.18,0.0826,3.99,5.36,APO,Otto Matic,2593,11/12/10,16/01/18,108,0,0.59338
510190 (2011 CX7),Y,N,0,20.62,,,,,,,,,,,JPL 32,2460000.5,J2000,0.3226,1.299,0.88,10.53,107.03,194.49,257.9,1.72,0.6656,2460153.9,1.48,0.113,3.5,4.94,APO,Otto Matic,7752,09/01/02,01/04/23,98,0,0.60955
510238 (2011 FC29),Y,N,0,20.76,,,,,,,,,,,JPL 25,2460000.5,J2000,0.4409,1.121,0.627,6.7,21.78,358.02,166.32,1.62,0.8299,2459800.1,1.19,0.114,3.85,5.47,APO,Otto Matic,4652,05/07/10,31/03/23,84,0,0.54038
510262 (2011 HJ61),Y,N,0,19.23,,1.284,,0.02,,,,,,,JPL 48,2460000.5,J2000,0.4178,1.484,0.864,21.08,216.04,191.01,355.58,2.1,0.5454,2460008.61,1.81,0.125,3.32,4.41,APO,Otto Matic,5830,17/06/06,03/06/22,174,0,0.55402
510529 (2012 EY11),Y,Y,0,21.66,,,,,,,,,,,JPL 44,2460000.5,J2000,0.1508,1.148,0.975,9.02,167.59,238.86,64.56,1.32,0.8009,2459919.89,1.23,0.0277,3.93,5.45,APO,Otto Matic,8054,19/03/01,07/04/23,154,0,0.477
511002 (2013 MZ5),Y,N,0,20.11,,,,,,,,,,,JPL 33,2460000.5,J2000,0.1767,1.552,1.278,29.15,93.49,274.21,293.05,1.83,0.5095,2460131.9,1.93,0.46,3.65,4.29,AMO,Otto Matic,3155,18/06/13,06/02/22,90,0,0.36689
511008 (2013 PX6),Y,Y,0,18.55,,1.647,,0.028,,,,,,,JPL 65,2460000.5,J2000,0.6513,2.597,0.906,13.66,187.4,229.66,84.37,4.29,0.2355,2459642.22,4.19,0.0292,1.35,3.04,APO,Otto Matic,2998,12/01/10,29/03/18,451,0,0.40963
511064 (2013 TH5),Y,N,0,17.53,,,,,,,,,,,JPL 52,2460000.5,J2000,0.5807,2.607,1.093,24.91,271.17,107.51,91.7,4.12,0.2341,2459608.78,4.21,0.32,2.3,3.04,AMO,Otto Matic,9530,10/01/97,13/02/23,213,0,0.43961
511137 (2013 XM24),Y,N,0,18.98,,,,,37.9,,,,,,JPL 54,2460000.5,J2000,0.4248,1.667,0.959,38.35,99.45,118.18,30.97,2.38,0.4578,2459932.86,2.15,0.108,3.08,3.92,APO,Otto Matic,1464,13/12/13,16/12/17,237,1,0.35992
511243 (2014 BS32),Y,N,0,18.93,,1.195,,0.037,,,,,,,JPL 74,2460000.5,J2000,0.2169,1.576,1.235,11.64,334.95,271.28,103.51,1.92,0.4979,2459792.62,1.98,0.315,3.16,4.35,AMO,Otto Matic,4395,20/03/10,01/04/22,312,1,0.53051
511520 (2014 QW296),Y,N,0,18.76,,,,,,,,,,,JPL 57,2460000.5,J2000,0.3531,2.001,1.294,9.77,88.65,303.94,330.63,2.71,0.3483,2460084.83,2.83,0.337,2.77,3.74,AMO,Otto Matic,14852,11/07/80,10/03/21,208,0,0.54932
511523 (2014 QS439),Y,N,0,19.4,,,,,6.05625,,,,,,JPL 74,2460000.5,J2000,0.365,1.633,1.037,11.45,87.49,134.84,117.34,2.23,0.4725,2459752.15,2.09,0.081,2.78,4.21,AMO,Otto Matic,2765,31/08/14,27/03/22,289,0,0.62058
511600 (2015 AZ245),Y,N,0,17.08,,,,,,,,,,,JPL 22,2460000.5,J2000,0.7327,1.857,0.496,68.9,252.3,357.91,327.07,3.22,0.3895,2460085.04,2.53,0.518,1.85,3.1,APO,Otto Matic,2959,26/11/14,02/01/23,66,1,0.50528
511684 (2015 BN509),Y,Y,0,20.8,,0.315,,0.093,5.6713,,,,,,JPL 130,2460000.5,J2000,0.5683,1.007,0.435,4.15,120.11,143.18,300.78,1.58,0.9758,2460061.19,1.01,0.0246,3.51,5.89,APO,Otto Matic,6251,03/12/05,14/01/23,539,0,0.37225
511777 (2015 EZ),Y,N,0,20.3,,0.194,,0.358,6.57,,,,,,JPL 111,2460000.5,J2000,0.2838,1.365,0.977,13.22,185.43,65.09,305.56,1.75,0.6183,2460088.56,1.59,0.0854,3.31,4.77,APO,Otto Matic,6745,20/10/04,09/04/23,732,0,0.34105
511808 (2015 FH120),Y,N,0,18.57,,0.746,,0.105,,,,,,,JPL 63,2460000.5,J2000,0.6098,2.038,0.795,11.09,71.44,15.43,277.52,3.28,0.3388,2460243.99,2.91,0.127,2,3.53,APO,Otto Matic,2236,26/03/15,09/05/21,324,0,0.41453
512234 (2015 VO66),Y,Y,0,20.62,,,,,,,,,,,JPL 63,2460000.5,J2000,0.5998,0.9522,0.381,14.02,64.46,219.3,14.54,1.52,1.061,2459986.79,0.929,0.0434,3.66,6.13,ATE,Otto Matic,1873,09/12/14,25/01/20,318,1,0.42548
512242 (2015 XZ261),Y,N,0,18.39,,,,,,,,,,,JPL 33,2460000.5,J2000,0.3137,1.598,1.097,31.45,84.63,203.46,340.17,2.1,0.488,2460041.14,2.02,0.101,3.07,4.15,AMO,Otto Matic,7322,19/12/01,05/01/22,138,1,0.52875
512244 (2015 YE18),Y,N,0,17.81,,,,,,,,,,,JPL 62,2460000.5,J2000,0.541,1.037,0.476,31.03,256.71,80.6,28.24,1.6,0.9328,2459970.22,1.06,0.123,4.03,5.66,APO,Otto Matic,2243,31/12/15,20/02/22,268,1,0.48976
512245 (2016 AU8),Y,N,0,19.8,,,,,4.516,,,,,,JPL 165,2460000.5,J2000,0.2,0.9821,0.786,9.18,302.93,21.53,217.73,1.18,1.013,2460140.99,0.973,0.119,4.05,6.14,ATE,Otto Matic,3742,03/01/13,03/04/23,882,0,0.43822
513125 (1997 GC32),Y,N,0,18.34,,,,,,,,,,,JPL 73,2460000.5,J2000,0.6532,2.032,0.705,5.92,177.2,150.18,308.73,3.36,0.3403,2460151.15,2.9,0.0712,2.04,3.5,APO,Otto Matic,9481,14/04/97,30/03/23,343,0,0.51572
513126 (1998 QP),Y,Y,0,21.71,,,,,,,,,,,JPL 34,2460000.5,J2000,0.5826,1.786,0.745,9.35,326.46,78.4,78.13,2.83,0.413,2459811.33,2.39,0.0134,2.69,3.85,APO,Otto Matic,7128,17/08/98,21/02/18,257,0,0.47442
513138 (2002 CY58),Y,N,0,21.08,,,,,,,,,,,JPL 27,2460000.5,J2000,0.3845,1.367,0.841,8.29,341.57,40,138.3,1.89,0.617,2459776.34,1.6,0.0607,3.59,4.74,APO,Otto Matic,5876,03/02/02,07/03/18,68,0,0.7238
513163 (2003 YT124),Y,N,0,20.78,,,,,,,,,,,JPL 19,2460000.5,J2000,0.4771,2.321,1.214,5.48,326.45,118.52,157.35,3.43,0.2787,2459435.93,3.54,0.246,1.87,3.41,AMO,Otto Matic,5041,28/12/03,16/10/17,58,0,0.57331
513165 (2004 CK39),Y,N,0,19.02,,,,,5.631,,,,,,JPL 48,2460000.5,J2000,0.8317,2.291,0.386,12.24,355.89,268.74,146.29,4.2,0.2843,2459485.94,3.47,0.0691,1.37,2.99,APO,Otto Matic,6497,14/02/04,28/11/21,204,0,0.54591
513170 (2004 KH15),Y,N,0,20.18,,,,,,,,,,,JPL 38,2460000.5,J2000,0.1702,0.9611,0.798,35.07,78.09,350.06,151.84,1.12,1.046,2459855.35,0.942,0.106,4.14,6.11,ATE,Otto Matic,6197,24/05/04,12/05/21,109,0,0.74817
513171 (2004 MD6),Y,Y,0,20.48,,,,,,,,,,,JPL 38,2460000.5,J2000,0.563,0.9508,0.416,29.32,263.84,231.46,129.43,1.49,1.063,2459878.74,0.927,0.00924,3.75,6.09,ATE,Otto Matic,5954,23/06/04,11/10/20,174,0,0.57093
513181 (2005 BS27),Y,N,0,20.39,,,,,6.602,,,,,,JPL 35,2460000.5,J2000,0.3854,1.117,0.686,16.7,324.13,48.8,186.17,1.55,0.8352,2460208.64,1.18,0.148,3.97,5.48,APO,Otto Matic,4771,31/01/05,23/02/18,133,0,0.59341
513182 (2005 CV38),Y,N,0,20.34,,,,,,,,,,,JPL 37,2460000.5,J2000,0.4372,1.89,1.064,11.87,146.43,62.83,307.44,2.72,0.3793,2460139.07,2.6,0.163,2.31,3.81,AMO,Otto Matic,4899,09/02/05,10/07/18,149,0,0.5744
513312 (2007 DM41),Y,Y,0,22.07,,,,,,,,,,,JPL 47,2460000.5,J2000,0.5276,1.181,0.558,2.26,1.73,274.46,111.24,1.8,0.7676,2459855.58,1.28,0.00757,3.33,5.21,APO,Otto Matic,3918,23/02/07,15/11/17,214,0,0.48576
513358 (2008 CA5),Y,N,0,19.8,,,,,,,,,,,JPL 26,2460000.5,J2000,0.5948,1.868,0.757,25.02,331.45,273,295.39,2.98,0.3861,2460167.83,2.55,0.0916,2.68,3.66,APO,Otto Matic,3895,06/02/08,06/10/18,92,0,0.50117
513472 (2009 CS5),Y,N,0,19.38,,,,,,,,,,,JPL 30,2460000.5,J2000,0.6568,1.474,0.506,30.1,320.49,316.67,232.59,2.44,0.5505,2460231.95,1.79,0.251,2.99,4.22,APO,Otto Matic,3281,14/02/09,08/02/18,79,0,0.74091
513489 (2009 EV),Y,Y,0,20.12,,,,,,,,,,,JPL 28,2460000.5,J2000,0.5235,1.729,0.824,17,138.57,250.24,125.28,2.63,0.4337,2459711.62,2.27,0.0303,2.98,3.95,APO,Otto Matic,3511,03/08/08,15/03/18,127,0,0.52374
513497 (2009 HB82),Y,N,0,17.7,,,,,,,,,,,JPL 74,2460000.5,J2000,0.5988,2.759,1.107,10.97,316.69,301.53,5.1,4.41,0.2151,2459976.79,4.58,0.172,1.05,3.03,AMO,Otto Matic,3393,23/04/09,07/08/18,248,0,0.54896
513529 (2010 CR1),Y,N,0,18.46,,,,,,,,,,,JPL 38,2460000.5,J2000,0.7335,1.372,0.365,25.76,313,70.7,85.32,2.38,0.6136,2459861.46,1.61,0.0667,3.46,4.42,APO,Otto Matic,6992,11/02/02,04/04/21,100,0,0.47404
513550 (2010 NG3),Y,N,0,17.2,,1.451,,0.111,4.229,,,,,,JPL 87,2460000.5,J2000,0.567,2.605,1.128,26.95,64.09,194.41,19.84,4.08,0.2344,2459915.85,4.2,0.125,1.06,3.04,AMO,Otto Matic,15273,27/08/76,21/06/18,360,0,0.39778
513572 (2010 VX39),Y,N,0,19.26,,,,,,,,,,,JPL 46,2460000.5,J2000,0.4216,1.793,1.037,11.31,77.12,15.35,34.65,2.55,0.4104,2459916.06,2.4,0.0599,2.69,3.94,AMO,Otto Matic,4528,05/11/10,30/03/23,149,0,0.57787
513711 (2012 PC20),Y,N,0,21.3,,,,,,,,,,,JPL 40,2460000.5,J2000,0.184,1.328,1.083,14.41,330.16,290.18,4.65,1.57,0.6442,2459993.28,1.53,0.16,3.54,4.88,AMO,Otto Matic,4107,18/11/09,15/02/21,139,0,0.48662
513776 (2013 AA2),Y,N,0,18.69,,,,,,,,,,,JPL 21,2460000.5,J2000,0.5467,2.862,1.297,6.86,155.63,259.62,50.96,4.43,0.2036,2459750.19,4.84,0.335,1.09,3.05,AMO,Otto Matic,5686,23/08/07,18/03/23,106,1,0.56267
513916 (2014 AR46),Y,N,0,19.28,,,,,,,,,,,JPL 40,2460000.5,J2000,0.2102,1.641,1.296,22.04,288.7,284.02,55.2,1.99,0.469,2459882.79,2.1,0.414,3.22,4.19,AMO,Otto Matic,1525,11/12/13,13/02/18,108,1,0.43051
514041 (2014 MQ18),Y,N,0,15.62,,5.272,,0.037,,,,,,,JPL 54,2460000.5,J2000,0.5989,2.9,1.163,35.08,347.28,332.99,245.06,4.64,0.1996,2460576.44,4.94,0.195,1.11,2.77,AMO,Otto Matic,6939,28/03/04,28/03/23,218,0,0.52354
514150 (2015 KJ57),Y,Y,0,21.53,,,,,,,,,,,JPL 52,2460000.5,J2000,0.4041,1.559,0.929,2.63,14.4,336.46,295.86,2.19,0.5064,2460127.16,1.95,0.0126,3.25,4.34,APO,Otto Matic,994,18/05/15,05/02/18,164,0,0.47163
514568 (1994 RC),Y,Y,0,19.22,,,,,,,,,,,JPL 26,2460000.5,J2000,0.6033,2.264,0.898,4.76,344.27,286.55,139.78,3.63,0.2894,2459517.47,3.41,0.0379,1.55,3.35,APO,Otto Matic,8979,07/04/94,06/11/18,132,0,0.60807
514571 (1996 RY3),Y,N,0,20.42,,,,,,,,,,,JPL 34,2460000.5,J2000,0.1384,1.195,1.03,36.57,174.23,288.37,351.56,1.36,0.7543,2460011.69,1.31,0.126,3.73,5.12,AMO,Otto Matic,7919,15/09/96,22/05/18,155,0,0.51925
514596 (2003 FG),Y,Y,0,19.73,,,,,8.6763,,,,,,JPL 64,2460000.5,J2000,0.715,1.241,0.354,15.66,6.99,312.92,98.81,2.13,0.7127,2459861.85,1.38,0.0434,3.28,4.85,APO,Otto Matic,8017,26/01/01,08/01/23,609,0,0.45555
514597 (2003 MD7),Y,N,0,20.25,,,,,,,,,,,JPL 35,2460000.5,J2000,0.5946,1.467,0.595,5.79,200.46,185.31,339.69,2.34,0.5546,2460037.12,1.78,0.0982,3.12,4.4,APO,Otto Matic,5858,29/06/03,13/07/19,143,0,0.61271
514652 (2005 SC71),Y,N,0,18.32,,0.741,,0.154,,,,,,,JPL 67,2460000.5,J2000,0.3824,1.91,1.18,32.39,196.52,117.88,248.98,2.64,0.3733,2460297.92,2.64,0.331,3.2,3.67,AMO,Otto Matic,5901,30/09/05,26/11/21,226,0,0.55945
514846 (2008 EQ7),Y,N,0,22.62,,,,,,,,,,,JPL 33,2460000.5,J2000,0.2233,1.411,1.096,5.97,142.42,65.44,312.59,1.73,0.588,2460081.12,1.68,0.133,3.24,4.7,AMO,Otto Matic,3661,06/03/08,15/03/18,115,0,0.41301
514914 (2008 TN26),Y,N,0,20.1,,,,,,,,,,,JPL 26,2460000.5,J2000,0.6329,1.825,0.67,9.41,253.58,22.4,332.52,2.98,0.3999,2460069.21,2.46,0.137,2.18,3.76,APO,Otto Matic,5246,09/10/08,19/02/23,68,0,0.56373
515010 (2009 SK2),Y,N,0,18.96,,,,,,,,,,,JPL 35,2460000.5,J2000,0.4715,1.719,0.909,38.23,23.92,257.14,33.45,2.53,0.4372,2459923.98,2.25,0.168,3.18,3.82,APO,Otto Matic,3823,18/09/09,07/03/20,112,0,0.47397
515049 (2010 FL),Y,N,0,19.31,,0.351,,0.273,,,,,,,JPL 43,2460000.5,J2000,0.6548,1.919,0.662,11.4,66.62,214.09,281.77,3.18,0.3708,2460211.48,2.66,0.14,2.04,3.61,APO,Otto Matic,5854,30/10/02,09/11/18,182,0,0.55395
515082 (2010 TM3),Y,N,0,20.69,,,,,0.043081,,,,,,JPL 53,2460000.5,J2000,0.2174,1.427,1.117,8.6,30.01,25.49,73.48,1.74,0.5783,2459873.43,1.7,0.133,3.61,4.66,AMO,Otto Matic,15119,25/10/81,18/03/23,245,0,0.41913
515335 (2013 AW60),Y,N,0,18.76,,,,,,,,,,,JPL 33,2460000.5,J2000,0.4193,1.799,1.045,28.17,127.85,278.53,108.54,2.55,0.4084,2459734.73,2.41,0.308,3.24,3.83,AMO,Otto Matic,3728,09/01/13,26/03/23,110,1,0.33316
515446 (2013 UG5),Y,N,0,20.39,,,,,,,,,,,JPL 58,2460000.5,J2000,0.2883,1.558,1.109,23.33,37.67,79.93,231.42,2.01,0.507,2460254.08,1.94,0.299,3.31,4.3,AMO,Otto Matic,2405,25/10/13,26/05/20,211,0,0.46941
515639 (2014 MK27),Y,N,0,21.72,,,,,,,,,,,JPL 24,2460000.5,J2000,0.3392,1.039,0.687,8.48,69.54,349.45,320.97,1.39,0.9303,2460042.45,1.06,0.133,3.94,5.84,APO,Otto Matic,1416,27/06/14,13/05/18,74,1,0.53071
515742 (2015 CU),Y,N,0,20.83,,,,,,,,,,,JPL 46,2460000.5,J2000,0.2038,0.9713,0.773,35.38,154.07,197.84,281.21,1.17,1.03,2460077.03,0.957,0.164,4.21,6.05,ATE,Otto Matic,1126,08/02/15,10/03/18,177,1,0.44522
515767 (2015 JA2),Y,Y,0,21.17,,,,,0.9801,,,,,,JPL 49,2460000.5,J2000,0.3492,1.034,0.673,16.42,126.61,246.25,31.22,1.39,0.9376,2459967.2,1.05,0.0425,4.12,5.83,APO,Otto Matic,1738,13/05/15,14/02/20,169,1,0.61674
516154 (2016 CL32),Y,Y,0,19.37,,,,,11.181,,,,,,JPL 69,2460000.5,J2000,0.4601,1.543,0.833,12.21,123.5,292.93,265.84,2.25,0.5142,2460183.61,1.92,0.0243,3.18,4.32,APO,Otto Matic,6940,28/04/03,28/04/22,288,0,0.52286
516155 (2016 DP),Y,Y,0,20.16,,,,,,,,,,,JPL 84,2460000.5,J2000,0.477,1.022,0.535,13.33,54.37,254.01,181.01,1.51,0.9533,2460188.27,1.03,0.0323,3.79,5.85,APO,Otto Matic,2588,18/02/16,21/03/23,361,1,0.49558
516396 (2000 WY28),Y,N,0,20.64,,,,,,,,,,,JPL 57,2460000.5,J2000,0.2896,1.638,1.164,19.45,63.29,357.44,216.49,2.11,0.47,2460305.84,2.1,0.176,3.24,4.19,AMO,Otto Matic,7729,20/11/00,18/01/22,215,0,0.55407
516398 (2001 HW15),Y,N,0,20.36,,,,,,,,,X,,JPL 48,2460000.5,J2000,0.253,1.525,1.139,18.99,56.49,194.83,192.41,1.91,0.5232,2460320.8,1.88,0.133,3.12,4.4,AMO,Otto Matic,7867,18/04/01,01/11/22,187,0,0.46131
516420 (2003 FS2),Y,N,0,19.1,,,,,,,,,,,JPL 72,2460000.5,J2000,0.5034,2.416,1.2,13.36,191.97,27.95,107.7,3.63,0.2624,2459590.11,3.76,0.216,1.38,3.3,AMO,Otto Matic,7102,25/03/03,03/09/22,443,0,0.46295
516423 (2003 JC11),Y,N,0,18.69,,,,,,,,,,,JPL 19,2460000.5,J2000,0.559,2.927,1.291,21.03,74.19,71.19,9.77,4.56,0.1969,2459950.88,5.01,0.462,1.54,2.94,AMO,Otto Matic,7277,01/05/03,03/04/23,87,0,0.56118
516428 (2003 UR12),Y,N,0,17.73,,,,,,,,,,,JPL 77,2460000.5,J2000,0.5672,2.431,1.052,60.49,193.97,122.27,49.52,3.81,0.26,2459810.06,3.79,0.241,2.79,2.69,AMO,Otto Matic,6965,21/10/03,15/11/22,481,0,0.45306
516435 (2004 FJ29),Y,N,0,21.38,,,,,,,,,,,JPL 33,2460000.5,J2000,0.3492,0.9133,0.594,33.44,195.43,210.26,350.63,1.23,1.129,2460008.8,0.873,0.132,4.25,6.35,ATE,Otto Matic,5150,29/03/04,05/05/18,157,0,0.46198
516454 (2005 FN4),Y,N,0,18.65,,,,,,,,,,,JPL 45,2460000.5,J2000,0.7638,2.664,0.629,29.33,190.49,105.72,23.8,4.7,0.2266,2459895.48,4.35,0.0507,2.37,2.76,APO,Otto Matic,4982,31/03/05,20/11/18,204,0,0.47658
516457 (2005 HM3),Y,N,0,19.86,,,,,,,,,,,JPL 34,2460000.5,J2000,0.3101,1.678,1.158,28.33,209.2,4.19,75.47,2.2,0.4533,2459834.01,2.17,0.154,2.76,4.05,AMO,Otto Matic,4823,20/04/05,04/07/18,150,0,0.47476
516641 (2008 GB110),Y,N,0,19.72,,,,,,,,,,,JPL 48,2460000.5,J2000,0.3262,1.838,1.238,36.14,203.54,315.19,8.86,2.44,0.3956,2459978.1,2.49,0.315,2.73,3.74,AMO,Otto Matic,5464,14/04/08,31/03/23,171,0,0.53464
516734 (2009 FG1),Y,N,0,19.04,,,,,,,,,,,JPL 42,2460000.5,J2000,0.2722,1.194,0.869,69.82,5.03,11.65,36.19,1.52,0.7556,2459952.61,1.3,0.13,3.95,4.68,APO,Otto Matic,4792,17/03/09,30/04/22,125,0,0.61469
516803 (2010 JG88),Y,N,0,19.52,,0.463,,0.144,,,,,,,JPL 52,2460000.5,J2000,0.3844,1.374,0.846,30.61,213.35,106.08,292.45,1.9,0.6121,2460110.85,1.61,0.0519,3.74,4.6,APO,Otto Matic,3111,14/05/10,19/11/18,226,0,0.55866
516868 (2011 GC60),Y,N,0,19.11,,,,,,,,,,,JPL 33,2460000.5,J2000,0.4028,1.773,1.059,44.66,16.4,241.47,339.7,2.49,0.4175,2460049.13,2.36,0.223,2.96,3.69,AMO,Otto Matic,2567,08/04/11,18/04/18,138,0,0.48178
516976 (2012 HM1),Y,N,0,21.35,,,,,,,,,,,JPL 86,2460000.5,J2000,0.4806,2.069,1.075,7.57,211.83,71.98,201.26,3.06,0.3312,2460479.76,2.98,0.135,2.17,3.61,AMO,Otto Matic,3463,16/04/12,09/10/21,294,0,0.54804
516984 (2012 PN28),Y,N,0,18.25,,1.824,,0.04,,,,,,,JPL 46,2460000.5,J2000,0.5314,1.781,0.834,24.47,319.05,174.92,21.14,2.73,0.4148,2459949.54,2.38,0.151,2.33,3.82,APO,Otto Matic,4655,07/07/10,05/04/23,156,0,0.64771
516986 (2012 QP10),Y,N,0,19.49,,,,,4.788,,,,,,JPL 47,2460000.5,J2000,0.3545,1.754,1.132,15.66,133.25,271.71,151.78,2.38,0.4244,2459642.84,2.32,0.31,3.16,4.01,AMO,Otto Matic,5830,28/07/05,14/07/21,205,0,0.39779
517046 (2013 AA53),Y,N,0,19.54,,,,,,,,,,,JPL 28,2460000.5,J2000,0.6671,1.282,0.427,27.86,98.36,195.94,85.78,2.14,0.6787,2459874.1,1.45,0.348,3.1,4.71,APO,Otto Matic,7265,13/02/02,04/01/22,82,0,0.62637
517103 (2013 EM20),Y,Y,0,19.9,,,,,8.038,,,,,,JPL 62,2460000.5,J2000,0.3179,1.371,0.935,8.36,73.88,350.15,148.9,1.81,0.6138,2459757.9,1.61,0.0433,3.52,4.76,APO,Otto Matic,8795,07/04/97,06/05/21,216,0,0.51911
517681 (2015 DE198),Y,Y,0,18.84,,,,,33.558,,,,,,JPL 88,2460000.5,J2000,0.583,2.062,0.86,12.25,33.25,218.15,210.76,3.26,0.3328,2460448.88,2.96,0.043,1.87,3.52,APO,Otto Matic,25074,08/03/53,31/10/21,456,0,0.47079
517829 (2015 RL82),Y,N,0,18.38,,,,,,,,,,,JPL 63,2460000.5,J2000,0.6141,2.134,0.824,8.52,81.02,167.53,186.78,3.45,0.3161,2460548.55,3.12,0.106,1.6,3.44,APO,Otto Matic,2287,26/02/15,01/06/21,253,0,0.48726
518424 (2000 WK107),Y,N,0,18.18,,,,,,,,,,,JPL 59,2460000.5,J2000,0.5423,2.592,1.186,24.17,233.65,271.93,84.48,4,0.2362,2459642.88,4.17,0.457,2.15,3.09,AMO,Otto Matic,7854,28/11/00,31/05/22,309,0,0.61474
518426 (2002 ON4),Y,N,0,19.14,,,,,,,,,,,JPL 24,2460000.5,J2000,0.404,2.176,1.297,10.46,134.83,160.92,149.42,3.06,0.307,2459513.75,3.21,0.287,2.2,3.55,AMO,Otto Matic,6857,09/07/02,17/04/21,190,0,0.57285
518440 (2004 CL1),Y,N,0,19.42,,,,,,,,,,,JPL 22,2460000.5,J2000,0.5349,1.979,0.92,15.17,3.18,187.6,286.24,3.04,0.354,2460208.84,2.78,0.0706,1.93,3.63,APO,Otto Matic,5211,11/02/04,19/05/18,106,0,0.3809
518463 (2005 JY80),Y,N,0,16.94,,,,,,,,,,,JPL 126,2460000.5,J2000,0.5617,2.639,1.157,18.23,117.88,212.47,26.87,4.12,0.2299,2459883.6,4.29,0.183,1.39,3.09,AMO,Otto Matic,6335,11/05/05,14/09/22,1018,0,0.39089
518469 (2005 LH8),Y,N,0,18.71,,,,,,,,,,,JPL 31,2460000.5,J2000,0.5487,2.659,1.2,15.72,86.64,180.46,32.18,4.12,0.2273,2459858.88,4.34,0.184,0.996,3.11,AMO,Otto Matic,15640,28/05/79,23/03/22,89,0,0.4963
518507 (2006 EE1),Y,N,0,19.94,,0.794,,0.034,4.62,,,,,,JPL 67,2460000.5,J2000,0.2763,1.203,0.87,36.4,154.22,278.01,5.17,1.53,0.7473,2459993.58,1.32,0.0734,3.81,5.07,APO,Otto Matic,5866,05/03/06,27/03/22,270,0,0.46061
518635 (2008 HO3),Y,N,0,18.21,,,,,13.413,,,,,,JPL 131,2460000.5,J2000,0.6506,2.917,1.019,14.08,206.05,128.95,321.56,4.81,0.1979,2460194.76,4.98,0.116,1.18,2.89,AMO,Otto Matic,3903,29/04/08,05/01/19,554,0,0.47953
518638 (2008 JP14),Y,N,0,19.37,,,,,2.488,,,,,,JPL 44,2460000.5,J2000,0.6187,1.854,0.707,10.71,129.05,206.44,276.58,3,0.3903,2460214.24,2.53,0.142,2.41,3.73,APO,Otto Matic,5433,01/05/08,17/03/23,180,0,0.44267
518640 (2008 KZ5),Y,Y,0,20.11,,,,,5.789,,,,,,JPL 99,2460000.5,J2000,0.454,1.843,1.006,8.37,142.6,194.39,284.38,2.68,0.3941,2460192.39,2.5,0.00217,2.72,3.87,APO,Otto Matic,3820,29/05/08,13/11/18,1057,0,0.33881
518646 (2008 QD1),Y,N,0,19,,,,,,,,,,,JPL 31,2460000.5,J2000,0.4464,2.253,1.247,6.91,72.69,261.13,105.13,3.26,0.2914,2459639.77,3.38,0.27,2.17,3.48,AMO,Otto Matic,4660,04/09/05,08/06/18,120,0,0.46494
518678 (2008 UZ94),Y,Y,0,17.38,,,,,6.36,,,,,,JPL 92,2460000.5,J2000,0.5723,2.192,0.937,30.24,248.22,159.69,140.74,3.45,0.3037,2459537.14,3.25,0.0269,2.05,3.29,APO,Otto Matic,4867,28/10/08,24/02/22,378,0,0.38687
518735 (2009 JL1),Y,N,0,21.13,,,,,5.78,,,,,,JPL 51,2460000.5,J2000,0.1707,1.18,0.979,11.51,69.52,289.61,162.14,1.38,0.769,2459789.65,1.28,0.0753,3.96,5.33,APO,Otto Matic,3554,17/04/09,09/01/19,203,0,0.47261
518737 (2009 OO9),Y,N,0,18.98,,,,,,,,,,,JPL 39,2460000.5,J2000,0.8119,1.624,0.305,13.6,134.97,322.18,177.19,2.94,0.4762,2459628.43,2.07,0.0739,2.34,3.84,APO,Otto Matic,4697,29/07/09,08/06/22,116,0,0.57709
518771 (2009 WL1),Y,N,0,18.54,,,,,,,,,,,JPL 63,2460000.5,J2000,0.3349,1.786,1.188,29.02,64.98,323.06,220.42,2.38,0.4128,2460338.62,2.39,0.249,3.12,3.88,AMO,Otto Matic,4468,17/11/09,10/02/22,255,0,0.57985
518810 (2010 CF19),Y,Y,0,21.85,,0.083,,0.448,,,,,,,JPL 46,2460000.5,J2000,0.2699,1.193,0.871,7.18,154.72,265.29,49.14,1.52,0.7563,2459935.53,1.3,0.0319,3.81,5.28,APO,Otto Matic,3020,14/02/10,23/05/18,180,0,0.41389
518847 (2010 DM),Y,Y,0,19.04,,,,,,,,,,,JPL 38,2460000.5,J2000,0.84,2.081,0.333,5,140.78,221,171.8,3.83,0.3284,2459477.3,3,0.0325,1.64,3.18,APO,Otto Matic,7946,03/05/00,03/02/22,98,0,0.64019
