spkid,full_name,pdes,name,prefix,neo,pha,sats,H,G,M1,M2,K1,K2,PC,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T,H_sigma,diameter_sigma,orbit_id,epoch,epoch_mjd,epoch_cal,equinox,e,a,q,i,om,w,ma,ad,n,tp,tp_cal,per,per_y,moid,moid_ld,moid_jup,t_jup,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,class,producer,data_arc,first_obs,last_obs,n_obs_used,n_del_obs_used,n_dop_obs_used,condition_code,rms,two_body,A1,A1_sigma,A2,A2_sigma,A3,A3_sigma,DT,DT_sigma
2456898,456898 (2007 VG184),456898,,,Y,N,0,17.41,,,,,,,,,,,,,,,,,,,JPL 61,2460000.5,60000,2023-02-25.0,J2000,0.6711,2.384,0.784,16.11,146.91,155.88,68.04,3.98,0.2678,2459746.43,2022-06-15.9,1.34E+03,3.68,0.148,57.6,1.41,3.15,5.40E-08,9.40E-09,1.30E-07,8.20E-06,4.50E-05,4.60E-05,5.60E-06,1.60E-08,1.60E-09,2.00E-05,8.00E-06,APO,Otto Matic,5552,11/11/07,23/01/23,209,,,0,0.56184,,,,,,,,,
2456946,456946 (2008 AF32),456946,,,Y,N,0,21.26,,,,,,,,,,,,,,,,,,,JPL 41,2460000.5,60000,2023-02-25.0,J2000,0.1109,1.211,1.076,27.18,105.3,80.24,69.11,1.34,0.74,2459907.1,2022-11-23.5,487,1.33,0.184,71.6,3.78,5.15,4.10E-08,2.60E-09,4.80E-08,1.40E-05,7.40E-06,7.80E-05,6.70E-05,2.90E-09,2.40E-09,9.00E-05,1.60E-06,AMO,Otto Matic,4549,13/01/08,27/06/20,128,,,0,0.58215,,,,,,,,,
2456973,456973 (2008 BS2),456973,,,Y,N,0,18.15,,,,,,,,,,,,,,,,,,,JPL 46,2460000.5,60000,2023-02-25.0,J2000,0.4711,1.587,0.839,14.14,311.09,351.12,5.58,2.33,0.4931,2459989.19,2023-02-13.6,730,2,0.157,61.3,2.93,4.22,1.60E-06,6.90E-08,2.50E-06,6.70E-05,7.50E-05,1.20E-04,2.90E-04,1.00E-07,3.20E-08,5.90E-04,4.70E-05,APO,Otto Matic,7326,14/01/02,04/02/22,134,,,1,0.7552,,,,,,,,,
2457059,457059 (2008 EG),457059,,,Y,N,0,20.06,,,,,,,,,,,,,,,,,,,JPL 36,2460000.5,60000,2023-02-25.0,J2000,0.739,0.9429,0.246,26.78,327.45,355.52,37.59,1.64,1.077,2459965.59,2023-01-21.0,334,0.916,0.254,98.7,3.71,6.03,1.10E-07,5.90E-09,1.00E-07,2.10E-05,1.00E-05,1.30E-05,4.10E-05,1.00E-08,1.00E-08,3.80E-05,3.20E-06,ATE,Otto Matic,5118,31/01/06,05/02/20,100,,,0,0.71859,,,,,,,,,
2457212,457212 (2008 JR26),457212,,,Y,N,0,19.84,,,,,,,,,,,,,,,,,,,JPL 94,2460000.5,60000,2023-02-25.0,J2000,0.1774,1.394,1.147,16.82,230.7,96.63,282.94,1.64,0.5987,2460129.21,2023-07-03.7,601,1.65,0.274,107,3.64,4.71,9.70E-08,9.30E-09,1.30E-07,8.60E-06,1.40E-05,3.40E-05,4.30E-05,1.10E-08,6.00E-09,7.30E-05,6.00E-06,AMO,Otto Matic,4715,13/05/08,10/04/21,420,,,0,0.41941,,,,,,,,,
2457260,457260 (2008 RY24),457260,,,Y,N,0,17.89,,,,,,,,,,2.5308,,,,,,,,,JPL 133,2460000.5,60000,2023-02-25.0,J2000,0.4597,2.217,1.198,4.38,284.98,130.7,106.09,3.24,0.2985,2459645.06,2022-03-06.5,1.21E+03,3.3,0.218,84.8,2.17,3.5,3.20E-08,7.50E-09,7.00E-08,3.00E-06,4.90E-05,5.00E-05,3.50E-06,1.10E-08,1.50E-09,1.10E-05,6.20E-06,AMO,Otto Matic,12971,14/12/85,19/06/21,682,,,0,0.35912,,,,,,,,,
2457647,457647 (2009 CZ),457647,,,Y,N,0,17.9,,,,,,,1.958,,0.031,,,,,,,,,0.12,JPL 31,2460000.5,60000,2023-02-25.0,J2000,0.717,2.278,0.645,21.97,46.6,188.94,6.31,3.91,0.2866,2459978.47,2023-02-02.9,1.26E+03,3.44,0.32,125,1.13,3.14,9.40E-08,3.30E-08,2.10E-07,1.50E-05,3.40E-05,3.80E-05,1.70E-05,5.60E-08,6.20E-09,5.70E-05,2.70E-05,APO,Otto Matic,5070,03/02/09,22/12/22,101,,,0,0.45147,,,,,,,,,
2457663,457663 (2009 DN1),457663,,,Y,N,0,20.32,,,,,,,,,,,,,,,,,,,JPL 44,2460000.5,60000,2023-02-25.0,J2000,0.2854,1.442,1.03,7.86,280.87,314.24,336.44,1.85,0.5693,2460041.88,2023-04-07.3,632,1.73,0.0599,23.3,3.16,4.61,5.00E-08,6.50E-09,7.00E-08,9.50E-06,5.50E-05,5.80E-05,2.20E-05,8.40E-09,3.90E-09,3.80E-05,4.30E-06,AMO,Otto Matic,9548,20/08/90,10/10/16,144,,,0,0.43198,,,,,,,,,
2457912,457912 (2009 UW18),457912,,,Y,N,0,19.62,,,,,,,,,,,,,,,,,,,JPL 59,2460000.5,60000,2023-02-25.0,J2000,0.439,1.279,0.718,16.99,227.2,59.85,143.56,1.84,0.6813,2459789.79,2022-07-29.2,528,1.45,0.106,41.2,3.39,4.92,1.10E-07,3.40E-09,1.40E-07,2.40E-05,1.20E-05,2.80E-05,2.20E-05,4.80E-09,2.70E-09,3.20E-05,2.10E-06,APO,Otto Matic,5856,19/11/06,01/12/22,268,,,0,0.47098,,,,,,,,,
2458062,458062 (2009 YO),458062,,,Y,N,0,18.86,,,,,,,,,,,,,,,,,,,JPL 33,2460000.5,60000,2023-02-25.0,J2000,0.5628,1.253,0.548,32,266.34,1.83,300.66,1.96,0.7029,2460084.91,2023-05-20.4,512,1.4,0.468,182,3.15,4.84,1.80E-07,1.80E-08,2.30E-07,3.00E-05,1.70E-05,2.50E-05,5.80E-05,2.90E-08,1.50E-08,8.40E-05,1.10E-05,APO,Otto Matic,4731,18/12/09,01/12/22,94,,,0,0.55454,,,,,,,,,
2458135,458135 (2010 GE25),458135,,,Y,N,0,20.28,,,,,,,0.304,,0.23,,,,,,,,,0.05,JPL 44,2460000.5,60000,2023-02-25.0,J2000,0.4686,2.066,1.098,21.64,324.52,235.28,114.49,3.03,0.3318,2459655.48,2022-03-16.9,1.08E+03,2.97,0.221,86.1,2.24,3.55,2.20E-07,1.00E-08,4.60E-07,2.60E-05,1.10E-05,8.00E-05,2.40E-05,1.50E-08,2.40E-09,7.10E-05,7.90E-06,AMO,Otto Matic,3239,01/04/10,12/02/19,179,,,0,0.56295,,,,,,,,,
2458198,458198 (2010 RT11),458198,,,Y,N,0,19.08,,,,,,,,,,3.007,,,,,,,,,JPL 115,2460000.5,60000,2023-02-25.0,J2000,0.4059,2.12,1.26,2.26,221.75,17.68,69.62,2.98,0.3193,2459782.44,2022-07-21.9,1.13E+03,3.09,0.248,96.4,2.03,3.62,4.40E-08,1.50E-08,1.00E-07,3.00E-06,6.00E-05,6.10E-05,1.10E-05,2.20E-08,3.50E-09,3.10E-05,1.20E-05,AMO,Otto Matic,4257,02/09/10,29/04/22,542,,,0,0.43158,,,,,,,,,
2458368,458368 (2010 WJ),458368,,,Y,N,0,18.54,,,,,,,,,,,,,,,,,,,JPL 61,2460000.5,60000,2023-02-25.0,J2000,0.2853,1.798,1.285,27.02,262.53,107.66,65.48,2.31,0.4088,2459840.33,2022-09-17.8,881,2.41,0.455,177,3.4,3.9,7.10E-08,6.10E-09,1.30E-07,1.30E-05,1.10E-05,3.00E-05,1.80E-05,7.80E-09,2.10E-09,4.50E-05,4.50E-06,AMO,Otto Matic,4440,17/11/10,13/01/23,241,,,0,0.45905,,,,,,,,,
2458375,458375 (2010 WY8),458375,,,Y,N,0,21.27,,,,,,,,,,,,,,,,,,,JPL 36,2460000.5,60000,2023-02-25.0,J2000,0.1357,1.385,1.197,5.98,88.84,81.48,95.27,1.57,0.6047,2459842.94,2022-09-20.4,595,1.63,0.233,90.6,3.4,4.77,1.50E-07,5.90E-09,2.10E-07,5.40E-06,4.80E-05,1.20E-04,5.80E-05,6.70E-09,3.90E-09,9.70E-05,3.80E-06,AMO,Otto Matic,4770,03/04/03,24/04/16,117,,,0,0.66604,,,,,,,,,
2458452,458452 (2011 BR15),458452,,,Y,N,0,19.77,,,,,,,,,,6.4108,,,,,,,,,JPL 46,2460000.5,60000,2023-02-25.0,J2000,0.2769,0.8734,0.632,10.23,216.82,72.13,126.47,1.12,1.208,2459895.77,2022-11-12.2,298,0.816,0.0598,23.3,4.02,6.73,1.20E-07,2.60E-09,1.00E-07,7.60E-06,4.20E-05,4.40E-05,2.70E-05,3.40E-09,5.50E-09,2.20E-05,1.40E-06,ATE,Otto Matic,6594,06/02/02,26/02/20,168,,,0,0.48069,,,,,,,,,
2458732,458732 (2011 MD5),458732,,,Y,N,0,17.93,,,,,,,,,,,,,,,,,,,JPL 83,2460000.5,60000,2023-02-25.0,J2000,0.6031,2.486,0.987,10.56,170.35,224.83,300.41,3.99,0.2514,2460237.57,2023-10-20.0,1.43E+03,3.92,0.0597,23.2,1.54,3.18,4.20E-08,1.90E-08,1.10E-07,6.80E-06,7.90E-05,7.80E-05,4.50E-06,3.10E-08,2.90E-09,2.00E-05,1.70E-05,APO,Otto Matic,3165,30/06/11,28/02/20,366,,,0,0.47885,,,,,,,,,
2458745,458745 (2011 QY37),458745,,,Y,N,0,18.45,,,,,,,,,,,,,,,,,,,JPL 147,2460000.5,60000,2023-02-25.0,J2000,0.515,2.485,1.205,7.57,135.8,281.36,302.19,3.76,0.2516,2460230.27,2023-10-12.7,1.43E+03,3.92,0.258,100,1.7,3.27,3.20E-08,9.30E-09,7.70E-08,3.10E-06,3.00E-05,3.50E-05,4.90E-06,1.40E-08,1.40E-09,2.00E-05,8.00E-06,AMO,Otto Matic,4612,08/08/07,24/03/20,668,,,0,0.38469,,,,,,,,,
2458964,458964 (2011 WM2),458964,,,Y,N,0,20.26,,,,,,,,,,,,,,,,,,,JPL 45,2460000.5,60000,2023-02-25.0,J2000,0.2878,1.559,1.111,15.87,57.49,315.32,302.19,2.01,0.5062,2460114.71,2023-06-19.2,711,1.95,0.169,65.9,3.49,4.34,2.00E-07,3.90E-08,3.10E-07,1.80E-05,1.50E-05,8.80E-05,1.20E-04,5.00E-08,1.90E-08,2.30E-04,2.70E-05,AMO,Otto Matic,3000,17/11/11,03/02/20,231,,,0,0.43259,,,,,,,,,
2459046,459046 (2012 AS10),459046,,,Y,N,0,17.33,,,,,,,,,,,,,,,,,,,JPL 37,2460000.5,60000,2023-02-25.0,J2000,0.4866,1.597,0.82,12.5,50.93,194.89,54.28,2.37,0.4884,2459889.36,2022-11-05.8,737,2.02,0.14,54.4,2.66,4.2,1.80E-06,4.20E-08,2.80E-06,6.80E-05,1.40E-04,2.20E-04,5.60E-04,6.20E-08,1.90E-08,1.10E-03,2.90E-05,APO,Otto Matic,15066,05/10/80,04/01/22,148,,,1,0.507,,,,,,,,,
2459119,459119 (2012 BJ134),459119,,,Y,N,0,18.2,,,,,,,,,,,,,,,,,,,JPL 70,2460000.5,60000,2023-02-25.0,J2000,0.8327,2.256,0.377,21.26,144.53,138.26,67.36,4.13,0.2908,2459768.88,2022-07-08.3,1.24E+03,3.39,0.16,62.3,1.54,2.99,5.20E-08,2.70E-08,1.10E-07,1.20E-05,1.20E-05,1.70E-05,2.10E-05,4.90E-08,5.20E-09,6.80E-05,2.20E-05,APO,Otto Matic,3944,19/01/12,06/11/22,461,,,0,0.3985,,,,,,,,,
2459200,459200 (2012 DK61),459200,,,Y,N,0,21.07,,,,,,,,,,,,,,,,,,,JPL 55,2460000.5,60000,2023-02-25.0,J2000,0.1654,1.243,1.037,6.27,336.11,301.4,238.15,1.45,0.7113,2460171.8,2023-08-15.2,506,1.39,0.0671,26.1,3.64,5.14,3.70E-08,2.60E-09,4.40E-08,5.40E-06,3.00E-05,4.30E-05,3.60E-05,3.00E-09,2.20E-09,5.10E-05,1.60E-06,AMO,Otto Matic,7777,27/10/01,11/02/23,226,,,0,0.57927,,,,,,,,,
2459386,459386 (2012 KJ11),459386,,,Y,N,0,16.99,,,,,,,,,,,,,,,,,,,JPL 105,2460000.5,60000,2023-02-25.0,J2000,0.5715,1.568,0.672,35.84,339.62,305.32,92.33,2.46,0.5018,2459816.51,2022-08-25.0,717,1.96,0.185,71.9,3.2,4.05,8.40E-08,1.60E-08,1.30E-07,1.10E-05,1.20E-05,1.30E-05,1.10E-05,2.40E-08,7.40E-09,2.20E-05,1.10E-05,APO,Otto Matic,3861,17/05/12,12/12/22,432,,,0,0.60782,,,,,,,,,
2459451,459451 (2012 WG32),459451,,,Y,N,0,17.59,,,,,,,,,,,,,,,,,,,JPL 53,2460000.5,60000,2023-02-25.0,J2000,0.4963,1.834,0.924,17.62,26.55,300.5,117.82,2.74,0.3967,2459703.53,2022-05-04.0,907,2.48,0.0706,27.5,2.8,3.82,6.60E-08,2.40E-08,1.20E-07,6.90E-06,2.40E-05,3.10E-05,4.40E-05,3.60E-08,7.80E-09,1.10E-04,1.80E-05,APO,Otto Matic,7374,17/11/02,25/01/23,182,,,0,0.58995,,,,,,,,,
2459458,459458 (2012 XR134),459458,,,Y,N,0,18.55,,,,,,,,,,,,,,,,,,,JPL 50,2460000.5,60000,2023-02-25.0,J2000,0.772,2.017,0.46,11.92,217.93,355.26,146.66,3.57,0.344,2459574.17,2021-12-25.6,1.05E+03,2.87,0.195,75.7,1.4,3.35,3.30E-08,6.00E-09,6.60E-08,6.10E-06,3.20E-05,3.30E-05,7.70E-06,1.10E-08,1.50E-09,2.10E-05,4.70E-06,APO,Otto Matic,7341,23/11/98,29/12/18,179,,,0,0.47656,,,,,,,,,
2459462,459462 (2013 AY52),459462,,,Y,N,0,19.96,,,,,,,,,,,,,,,,,,,JPL 91,2460000.5,60000,2023-02-25.0,J2000,0.4745,1.314,0.69,18.35,116.33,251.84,315.54,1.94,0.6544,2460068.45,2023-05-03.9,550,1.51,0.081,31.5,3.63,4.8,7.00E-08,3.00E-09,9.10E-08,8.90E-06,6.00E-06,1.20E-05,7.30E-06,4.50E-09,2.30E-09,1.10E-05,1.90E-06,APO,Otto Matic,5790,21/04/06,26/02/22,516,,,0,0.43617,,,,,,,,,
2459872,459872 (2014 EK24),459872,,,Y,N,0,23.36,,,,,,,,,,0.0978,,,,,,,,,JPL 97,2460000.5,60000,2023-02-25.0,J2000,0.0701,1.009,0.938,4.8,340.55,63.91,74.05,1.08,0.9727,2459924.37,2022-12-10.8,370,1.01,0.0308,12,4,6.03,8.00E-08,2.90E-09,8.30E-08,5.00E-06,6.00E-06,2.00E-05,1.70E-05,3.10E-09,4.20E-09,1.70E-05,1.60E-06,APO,Otto Matic,1415,04/03/14,17/01/18,590,,,0,0.39507,,,,,,,,,
2461353,461353 (1999 LS7),461353,,,Y,N,0,21.16,,,,,,,,,,,,,,,,,,,JPL 25,2460000.5,60000,2023-02-25.0,J2000,0.3009,1.01,0.706,13.05,252.29,123.78,42.82,1.31,0.9709,2459956.39,2023-01-11.8,371,1.02,0.0501,19.5,4.18,5.97,3.60E-07,9.40E-09,3.60E-07,2.30E-05,2.90E-05,4.70E-05,1.00E-04,1.20E-08,1.40E-08,1.00E-04,5.20E-06,APO,Otto Matic,6113,08/06/99,03/03/16,135,,,0,0.55453,,,,,,,,,
2461365,461365 (2000 JF1),461365,,,Y,N,0,19.38,,,,,,,,,,,,,,,,,,,JPL 23,2460000.5,60000,2023-02-25.0,J2000,0.4518,2.185,1.198,11.4,54.9,220.33,2.69,3.17,0.3051,2459991.67,2023-02-16.1,1.18E+03,3.23,0.217,84.3,2.02,3.52,1.30E-07,1.30E-08,2.70E-07,1.20E-05,5.50E-05,6.30E-05,3.20E-05,1.90E-08,2.70E-09,1.10E-04,1.00E-05,AMO,Otto Matic,5790,27/04/00,04/03/16,86,,,0,0.59302,,,,,,,,,
2461397,461397 (2001 SD170),461397,,,Y,N,0,18.34,,,,,,,,,,,,,,,,,,,JPL 38,2460000.5,60000,2023-02-25.0,J2000,0.5285,2.276,1.073,25.27,197,215.87,75.32,3.48,0.2871,2459738.17,2022-06-07.6,1.25E+03,3.43,0.135,52.5,2.14,3.3,1.10E-07,4.40E-08,2.50E-07,2.30E-05,1.90E-05,3.80E-05,7.50E-05,6.80E-08,8.40E-09,2.50E-04,3.70E-05,AMO,Otto Matic,6222,25/07/01,07/08/18,176,,,0,0.41009,,,,,,,,,
2461501,461501 (2003 FT3),461501,,,Y,N,0,18.68,,,,,,,,,,,,,,,,,,,JPL 106,2460000.5,60000,2023-02-25.0,J2000,0.5676,2.679,1.159,4.32,181.54,84.71,177.3,4.2,0.2247,2459211.56,2020-12-28.0,1.60E+03,4.39,0.164,63.8,0.964,3.12,3.30E-08,1.80E-08,8.60E-08,4.30E-06,5.60E-05,6.00E-05,1.70E-05,2.80E-08,2.20E-09,6.90E-05,1.60E-05,AMO,Otto Matic,6795,25/03/03,31/10/21,559,,,0,0.51532,,,,,,,,,
2461912,461912 (2006 RG2),461912,,,Y,N,0,18.34,,,,,,,,,,,,,,,,,,,JPL 78,2460000.5,60000,2023-02-25.0,J2000,0.6502,2.695,0.943,8.58,30.77,75.27,236.72,4.45,0.2228,2460553.85,2024-08-31.3,1.62E+03,4.42,0.1,39,1,3.01,3.00E-08,1.20E-08,8.00E-08,8.70E-06,2.30E-05,2.40E-05,1.00E-05,2.00E-08,1.50E-09,4.90E-05,1.10E-05,APO,Otto Matic,5019,14/09/06,11/06/20,423,,,0,0.53949,,,,,,,,,
2462041,462041 (2007 DL8),462041,,,Y,N,0,17.36,,,,,,,1.847,,0.052,,,,,,,,,0.09,JPL 52,2460000.5,60000,2023-02-25.0,J2000,0.7634,2.661,0.63,19.65,154.72,135.38,205.31,4.69,0.227,2460681.99,2025-01-06.4,1.59E+03,4.34,0.181,70.4,1.25,2.83,3.70E-08,1.30E-08,9.90E-08,1.60E-05,2.30E-05,2.40E-05,6.40E-06,2.30E-08,1.60E-09,3.20E-05,1.10E-05,APO,Otto Matic,5066,21/02/07,04/01/21,234,,,0,0.49025,,,,,,,,,
2462329,462329 (2008 JZ30),462329,,,Y,N,0,18.47,,,,,,,,,,,,,,,,,,,JPL 58,2460000.5,60000,2023-02-25.0,J2000,0.5278,2.584,1.22,25.46,161,91.66,209.63,3.95,0.2372,2460634.33,2024-11-19.8,1.52E+03,4.15,0.489,190,2.15,3.09,9.20E-08,5.50E-08,2.60E-07,1.90E-05,1.30E-05,2.10E-05,3.20E-05,8.30E-08,7.50E-09,1.50E-04,4.80E-05,AMO,Otto Matic,4295,14/05/08,16/02/20,224,,,0,0.50343,,,,,,,,,
2462559,462559 (2009 DD1),462559,,,Y,N,0,20.5,,,,,,,,,,,,,,,,,,,JPL 32,2460000.5,60000,2023-02-25.0,J2000,0.0808,1.242,1.142,29.39,158.29,104.97,301.78,1.34,0.7122,2460082.25,2023-05-17.7,505,1.38,0.195,75.8,3.73,5.04,2.50E-07,1.10E-08,3.10E-07,2.30E-05,1.20E-05,1.50E-04,1.20E-04,1.20E-08,9.70E-09,1.60E-04,6.90E-06,AMO,Otto Matic,2618,19/02/09,21/04/16,121,,,0,0.59098,,,,,,,,,
2462736,462736 (2010 BL2),462736,,,Y,N,0,16.41,,,,,,,,,,,,,,,,,,,JPL 47,2460000.5,60000,2023-02-25.0,J2000,0.7843,2.226,0.48,59.84,91.21,199.62,8.55,3.97,0.2967,2459971.69,2023-01-27.1,1.21E+03,3.32,0.518,202,1.54,2.75,1.20E-07,2.80E-08,2.70E-07,3.50E-05,1.80E-05,2.30E-05,2.20E-05,5.10E-08,5.70E-09,7.50E-05,2.30E-05,APO,Otto Matic,3688,07/01/10,12/02/20,204,,,0,0.38035,,,,,,,,,
2462775,462775 (2010 GY6),462775,,,Y,N,0,19.4,,,,,,,0.579,,0.028,,,,,,,,,0.05,JPL 87,2460000.5,60000,2023-02-25.0,J2000,0.2343,1.287,0.985,21.91,204.67,116.04,182.36,1.59,0.6754,2460263.5,2023-11-15.0,533,1.46,0.0919,35.8,3.78,4.94,5.10E-08,7.50E-09,6.20E-08,8.80E-06,9.30E-06,1.60E-05,2.80E-05,9.30E-09,5.90E-09,4.40E-05,4.70E-06,APO,Otto Matic,4613,06/04/10,22/11/22,366,,,0,0.44308,,,,,,,,,
2463216,463216 (2012 DU30),463216,,,Y,N,0,18.31,,,,,,,,,,,,,,,,,,,JPL 48,2460000.5,60000,2023-02-25.0,J2000,0.5104,2.598,1.272,28.21,147.06,61.67,215.55,3.92,0.2353,2460614.37,2024-10-30.8,1.53E+03,4.19,0.438,170,1.77,3.07,1.50E-07,1.60E-07,4.60E-07,1.60E-05,1.90E-05,4.50E-05,9.20E-05,2.50E-07,2.20E-08,4.50E-04,1.40E-04,AMO,Otto Matic,5680,16/07/04,03/02/20,175,,,1,0.38543,,,,,,,,,
2463257,463257 (2012 GG1),463257,,,Y,N,0,18.57,,,,,,,,,,,,,,,,,,,JPL 29,2460000.5,60000,2023-02-25.0,J2000,0.3314,1.582,1.058,9.99,321.81,37.22,24.16,2.11,0.4953,2459951.72,2023-01-07.2,727,1.99,0.0812,31.6,3.36,4.31,1.90E-06,4.00E-08,3.10E-06,4.80E-05,2.90E-04,3.50E-04,8.30E-04,5.30E-08,1.90E-08,1.70E-03,2.80E-05,AMO,Otto Matic,7342,15/03/02,21/04/22,82,,,1,0.71399,,,,,,,,,
2463282,463282 (2012 HR15),463282,,,Y,N,0,16.96,,,,,,,,,,,,,,,,,,,JPL 69,2460000.5,60000,2023-02-25.0,J2000,0.7407,2.471,0.641,28.24,80.44,332.84,305.83,4.3,0.2538,2460213.95,2023-09-26.4,1.42E+03,3.88,0.278,108,1.36,2.92,6.70E-08,3.90E-08,1.60E-07,1.10E-05,3.20E-05,2.90E-05,1.90E-05,6.80E-08,6.00E-09,7.90E-05,3.40E-05,APO,Otto Matic,2947,22/04/12,17/05/20,281,,,0,0.46139,,,,,,,,,
2463360,463360 (2012 TU),463360,,,Y,N,0,20.65,,,,,,,,,,,,,,,,,,,JPL 41,2460000.5,60000,2023-02-25.0,J2000,0.3339,1.621,1.08,11.22,0.8,269.02,75.65,2.16,0.4777,2459842.12,2022-09-19.6,754,2.06,0.207,80.4,3.01,4.24,4.60E-08,2.10E-08,8.60E-08,9.40E-06,1.80E-05,2.50E-05,2.60E-05,2.80E-08,9.20E-09,5.10E-05,1.40E-05,AMO,Otto Matic,3413,31/10/08,06/03/18,104,,,0,0.56591,,,,,,,,,
2463380,463380 (2013 BY45),463380,,,Y,N,0,19.03,,,,,,,,,,425,,,,,,,,,JPL 48,2460000.5,60000,2023-02-25.0,J2000,0.4056,2.114,1.257,28.7,132.04,330.94,116.74,2.97,0.3206,2459636.34,2022-02-25.8,1.12E+03,3.07,0.306,119,2.27,3.48,1.10E-07,3.00E-08,2.50E-07,1.50E-05,6.90E-06,4.30E-05,2.00E-05,4.20E-08,6.80E-09,5.90E-05,2.40E-05,AMO,Otto Matic,3234,06/04/10,12/02/19,274,,,0,0.39635,,,,,,,,,
2463664,463664 (2014 JY24),463664,,,Y,N,0,18.64,,,,,,,0.868,,0.085,,,,,,,,,0.06,JPL 80,2460000.5,60000,2023-02-25.0,J2000,0.5927,1.632,0.665,19.96,67.27,38.17,144.79,2.6,0.4726,2459694.15,2022-04-24.6,762,2.09,0.203,78.9,2.7,4.04,1.70E-07,9.80E-09,2.70E-07,1.80E-05,2.00E-05,2.70E-05,1.60E-05,1.60E-08,4.30E-09,3.20E-05,6.90E-06,APO,Otto Matic,9891,14/05/91,12/06/18,289,,,0,0.5604,,,,,,,,,
2464639,464639 (2000 PO30),464639,,,Y,N,0,19.17,,,,,,,,,,,,,,,,,,,JPL 27,2460000.5,60000,2023-02-25.0,J2000,0.3995,1.836,1.103,3.58,201.01,217.99,10.85,2.57,0.3961,2459973.1,2023-01-28.6,909,2.49,0.119,46.4,2.8,3.92,9.50E-08,1.50E-08,1.80E-07,1.30E-05,9.90E-05,1.10E-04,5.90E-05,2.10E-08,4.90E-09,1.50E-04,1.10E-05,AMO,Otto Matic,7555,02/08/00,09/04/21,95,,,0,0.62658,,,,,,,,,
2464797,464797 (2004 FZ1),464797,,,Y,N,0,18.3,,,,,,,0.726,,0.16,45.4,,,,,,,,0.27,JPL 70,2460000.5,60000,2023-02-25.0,J2000,0.531,1.794,0.841,52.63,152.6,89.49,285.49,2.75,0.4103,2460182.1,2023-08-25.6,877,2.4,0.227,88.4,3.38,3.5,4.60E-08,2.80E-09,8.30E-08,2.40E-05,5.50E-06,1.40E-05,8.40E-06,4.30E-09,9.60E-10,2.10E-05,2.10E-06,APO,Otto Matic,6374,18/03/04,30/08/21,357,,,0,0.49354,,,,,,,,,
2464798,464798 (2004 JX20),464798,,,Y,N,0,19.37,,,,,,,1.109,,0.028,10.758,,,,,,,,0.01,JPL 150,2460000.5,60000,2023-02-25.0,J2000,0.2657,0.9016,0.662,10.53,101.75,349.11,95.13,1.14,1.151,2459917.87,2022-12-04.3,313,0.856,0.0951,37,4.02,6.56,6.00E-08,7.10E-10,5.40E-08,9.20E-06,2.40E-05,2.40E-05,4.00E-05,9.00E-10,1.40E-09,3.50E-05,3.70E-07,ATE,Otto Matic,6645,15/05/04,25/07/22,968,2,0,0,0.36355,,,,,,,,,
2464885,464885 (2005 LS3),464885,,,Y,N,0,19.57,,,,,,,0.384,,0.19,,,,,,,,,0.1,JPL 42,2460000.5,60000,2023-02-25.0,J2000,0.268,1.49,1.09,34.89,85.22,123.58,302.45,1.89,0.5421,2460106.66,2023-06-11.1,664,1.82,0.178,69.1,3.3,4.34,7.90E-08,6.40E-09,1.20E-07,1.30E-05,1.10E-05,2.70E-05,3.30E-05,8.10E-09,3.50E-09,6.10E-05,4.30E-06,AMO,Otto Matic,10421,10/07/94,20/01/23,130,,,0,0.57131,,,,,,,,,
2465098,465098 (2006 UQ217),465098,,,Y,N,0,16.62,,,,,,,2.073,,0.097,,,,,,,,,0.37,JPL 94,2460000.5,60000,2023-02-25.0,J2000,0.5902,2.988,1.224,22.23,84.59,240.29,81.26,4.75,0.1908,2459574.63,2021-12-26.1,1.89E+03,5.17,0.349,136,1.46,2.87,6.80E-08,5.70E-08,2.20E-07,1.00E-05,2.10E-05,2.50E-05,2.70E-05,9.10E-08,5.50E-09,1.30E-04,5.40E-05,AMO,Otto Matic,5934,31/10/06,29/01/23,399,,,0,0.49873,,,,,,,,,
2465166,465166 (2007 EL),465166,,,Y,N,0,19.55,,,,,,,,,,,,,,,,,,,JPL 34,2460000.5,60000,2023-02-25.0,J2000,0.2758,1.497,1.084,34.33,357.25,299.34,166.99,1.91,0.5383,2459690.27,2022-04-20.7,669,1.83,0.197,76.5,3.65,4.33,8.00E-08,7.00E-09,1.20E-07,4.40E-05,1.40E-05,5.70E-05,5.30E-05,8.90E-09,3.80E-09,9.90E-05,4.70E-06,AMO,Otto Matic,8954,17/03/96,21/09/20,127,,,0,0.56299,,,,,,,,,
2465402,465402 (2008 HW1),465402,,,Y,N,0,17.38,,,,,,,,,,,,,,,,,,,JPL 63,2460000.5,60000,2023-02-25.0,J2000,0.9601,2.587,0.103,10.48,127.61,250.57,193.13,5.07,0.2368,2460705.14,2025-01-29.6,1.52E+03,4.16,0.107,41.6,0.879,2.4,1.50E-08,2.00E-08,3.90E-08,6.40E-06,7.20E-05,7.00E-05,1.30E-05,4.00E-08,2.80E-09,6.40E-05,1.80E-05,APO,Otto Matic,4766,30/03/08,17/04/21,377,,,0,0.53782,,,,,,,,,
