spkid,full_name,pdes,name,prefix,neo,pha,sats,H,G,M1,M2,K1,K2,PC,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T,H_sigma,diameter_sigma,orbit_id,epoch,epoch_mjd,epoch_cal,equinox,e,a,q,i,om,w,ma,ad,n,tp,tp_cal,per,per_y,moid,moid_ld,moid_jup,t_jup,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,class,producer,data_arc,first_obs,last_obs,n_obs_used,n_del_obs_used,n_dop_obs_used,condition_code,rms,two_body,A1,A1_sigma,A2,A2_sigma,A3,A3_sigma,DT,DT_sigma
2003753,  3753 Cruithne (1986 TO),3753,Cruithne,,Y,N,0,15.5,,,,,,,2.071,,0.365,27.3099,,,,,Q,,,0.11,JPL 240,2460000.5,60000,2023-02-25.0,J2000,0.515,0.9977,0.484,19.8,126.21,43.87,75.42,1.51,0.989,2459924.24,2022-12-10.7,364,0.997,0.0706,27.5,3.51,5.92,6.20E-08,1.10E-09,6.20E-08,2.90E-06,9.00E-06,1.10E-05,1.50E-05,1.70E-09,1.70E-09,1.50E-05,6.20E-07,ATE,Otto Matic,17902,17/10/73,22/10/22,1216,,,0,0.37179,,,,,,,,,
2004183,  4183 Cuno (1959 LM),4183,Cuno,,Y,Y,0,14.18,,,,,,,3.651,,0.097,3.5595,,,,,Sq,,,0.1,JPL 590,2460000.5,60000,2023-02-25.0,J2000,0.636,1.981,0.721,6.67,294.35,237.04,323.78,3.24,0.3534,2460102.97,2023-06-07.4,1.02E+03,2.79,0.0282,11,1.79,3.57,1.10E-08,1.70E-09,2.10E-08,6.40E-07,4.10E-06,4.70E-06,3.30E-06,2.80E-09,4.50E-10,9.40E-06,1.30E-06,APO,Otto Matic,23290,05/06/59,11/03/23,3314,1,0,0,0.44135,,,,,,,,,
2001917,  1917 Cuyo (1968 AA),1917,Cuyo,,Y,N,0,14.35,,,,,,,5.7,,0.195,2.689,,,,,Sl,,,,JPL 534,2460000.5,60000,2023-02-25.0,J2000,0.5056,2.15,1.063,23.96,188.29,194.53,207.3,3.24,0.3127,2460488.84,2024-06-27.3,1.15E+03,3.15,0.0712,27.7,2.25,3.43,2.10E-08,3.90E-09,4.40E-08,6.60E-07,1.10E-06,1.20E-06,3.30E-06,5.90E-09,8.50E-10,1.20E-05,3.10E-06,AMO,Otto Matic,25168,06/05/54,02/04/23,3154,0,2,0,0.42947,,,,,,,,,
2001864,  1864 Daedalus (1971 FA),1864,Daedalus,,Y,N,0,14.77,,,,,,,3.7,,0.273,8.572,,0.83,0.5,,Sr,SQ,,,JPL 633,2460000.5,60000,2023-02-25.0,J2000,0.6145,1.461,0.563,22.22,6.61,325.67,59.37,2.36,0.5582,2459894.14,2022-11-10.6,645,1.77,0.269,105,3.12,4.34,1.60E-08,2.80E-09,2.30E-08,1.40E-06,2.20E-06,1.20E-06,5.10E-06,4.60E-09,1.60E-09,8.80E-06,1.90E-06,APO,Otto Matic,18975,24/03/71,06/03/23,3075,1,0,0,0.40083,,,,,,,,,
2005332,  5332 Davidaguilar (1990 DA),5332,Davidaguilar,,Y,N,0,14.87,,,,,,,3.6,,,5.803,,,,,,,,,JPL 378,2460000.5,60000,2023-02-25.0,J2000,0.4553,2.164,1.178,25.52,142.78,306.06,153.71,3.15,0.3097,2459504.21,2021-10-16.7,1.16E+03,3.18,0.306,119,2.37,3.44,3.30E-08,4.20E-09,7.00E-08,4.10E-06,9.30E-06,1.10E-05,8.70E-06,6.10E-09,9.00E-10,2.70E-05,3.40E-06,AMO,Otto Matic,17794,18/10/73,07/07/22,1989,,,0,0.46593,,,,,,,,,
2016064, 16064 Davidharvey (1999 RH27),16064,Davidharvey,,Y,N,0,16.9,,,,,,,4.106,,0.02,178.5,,,,,C,,,0.59,JPL 90,2460000.5,60000,2023-02-25.0,J2000,0.5893,2.849,1.17,4.54,335.56,104.76,280.97,4.53,0.205,2460385.97,2024-03-16.4,1.76E+03,4.81,0.202,78.6,0.866,3.02,3.80E-08,1.40E-08,1.10E-07,3.60E-06,5.60E-05,5.60E-05,1.60E-05,2.30E-08,1.60E-09,7.90E-05,1.30E-05,AMO,Otto Matic,9392,01/09/94,19/05/20,988,,,0,0.48171,,,,,,,,,
2065803, 65803 Didymos (1996 GT),65803,Didymos,,Y,Y,1,18.12,,,,,,,0.78,0.797 x 0.783 x 0.761,,2.2593,,,,,Xk,,,0.03,JPL 204,2460000.5,60000,2023-02-25.0,J2000,0.3833,1.643,1.013,3.41,72.99,319.56,59.09,2.27,0.4682,2459874.29,2022-10-21.7,769,2.11,0.0391,15.2,3.17,4.2,1.30E-10,2.70E-10,2.80E-10,1.60E-08,2.20E-07,2.50E-07,4.00E-08,3.70E-10,1.10E-10,9.60E-08,1.90E-07,APO,Steve Chesley,9781,11/04/96,21/01/23,3121,9,0,0,0.2703,,,,-1.00E-14,6.50E-16,,,,
2003671,  3671 Dionysus (1984 KD),3671,Dionysus,,Y,Y,1,16.6,,,,,,,1.5,,0.16,2.7053,,,,,Cb,,,,JPL 148,2460000.5,60000,2023-02-25.0,J2000,0.541,2.199,1.009,13.53,82.07,204.3,310.24,3.39,0.3022,2460165.17,2023-08-08.6,1.19E+03,3.26,0.022,8.56,1.83,3.43,2.00E-08,1.60E-09,4.40E-08,4.40E-06,1.40E-05,1.40E-05,6.10E-06,2.50E-09,3.30E-10,2.00E-05,1.30E-06,APO,Otto Matic,14190,27/05/84,03/04/23,822,,,0,0.5094,,,,,,,,,
2164215,164215 Doloreshill (2004 MF6),164215,Doloreshill,,Y,N,0,20.01,,,,,,,,,,,,,,,,,,,JPL 43,2460000.5,60000,2023-02-25.0,J2000,0.396,2.115,1.278,4.88,235.98,76.69,13.7,2.95,0.3204,2459957.73,2023-01-13.2,1.12E+03,3.08,0.278,108,2.37,3.63,1.80E-07,6.50E-08,4.10E-07,7.50E-06,1.50E-04,1.70E-04,1.10E-04,9.10E-08,1.50E-08,3.40E-04,5.20E-05,AMO,Otto Matic,3134,20/10/01,20/05/10,208,,,0,0.50429,,,,,,,,,
2003552,  3552 Don Quixote (1983 SA),3552,Don Quixote,,Y,N,0,13.07,,,,,,,19,,0.03,6.665,,,,,D,D,,,JPL 273,2460000.5,60000,2023-02-25.0,J2000,0.7081,4.265,1.245,31.09,349.93,316.6,196.33,7.28,0.1119,2461463.05,2027-02-26.5,3.22E+03,8.81,0.337,131,0.431,2.31,2.70E-08,2.00E-08,1.20E-07,5.20E-06,9.30E-06,9.10E-06,4.50E-06,3.50E-08,8.00E-10,4.90E-05,2.30E-05,AMO,Otto Matic,14389,10/09/83,01/02/23,1376,,,0,0.46245,,,,,,,,,
2314082,314082 Dryope (2005 CZ36),314082,Dryope,,Y,Y,0,17.5,,,,,,,,,,,,,,,,,,,JPL 71,2460000.5,60000,2023-02-25.0,J2000,0.5749,2.238,0.951,16.14,116.75,139.41,95.49,3.52,0.2944,2459676.17,2022-04-06.6,1.22E+03,3.35,0.0191,7.43,1.72,3.36,5.00E-08,2.10E-08,1.10E-07,5.80E-06,2.20E-05,2.90E-05,2.30E-05,3.30E-08,4.20E-09,7.30E-05,1.70E-05,APO,Otto Matic,6518,19/01/05,24/11/22,288,,,0,0.60454,,,,,,,,,
2367943,367943 Duende (2012 DA14),367943,Duende,,Y,N,0,24.19,,,,,,,,,,8.724,,,,,,,,,JPL 81,2460000.5,60000,2023-02-25.0,J2000,0.0893,0.9102,0.829,11.61,146.93,195.55,356.76,0.99,1.135,2460003.35,2023-02-27.8,317,0.868,3.61E-05,0.014,4.12,6.53,1.60E-07,1.30E-07,2.70E-07,9.50E-07,8.60E-07,5.10E-05,9.60E-04,1.40E-07,2.40E-07,8.50E-04,6.60E-05,ATE,Otto Matic,364,23/02/12,21/02/13,1017,4,4,0,0.23417,,,,,,,,,
2003103,  3103 Eger (1982 BB),3103,Eger,,Y,N,0,15.25,,,,,,,1.5,,0.64,5.7103,,0.732,0.235,,Xe,,,,JPL 718,2460000.5,60000,2023-02-25.0,J2000,0.3543,1.404,0.907,20.93,129.74,254.09,308.67,1.9,0.5925,2460087.13,2023-05-22.6,608,1.66,0.0786,30.6,3.71,4.61,1.00E-08,2.80E-10,1.40E-08,1.00E-06,1.90E-06,2.80E-06,2.20E-06,3.80E-10,1.80E-10,3.80E-06,1.80E-07,APO,Otto Matic,14756,21/01/82,16/06/22,4509,1,3,0,0.37089,,,,,,,,,
2003838,  3838 Epona (1986 WA),3838,Epona,,Y,N,0,15.72,,,,,,,,,,2.3812,,,,,,,,,JPL 152,2460000.5,60000,2023-02-25.0,J2000,0.7023,1.505,0.448,29.2,235.47,49.73,265.46,2.56,0.5338,2460177.6,2023-08-21.1,674,1.85,0.159,62,2.88,4.13,7.50E-08,3.40E-09,1.10E-07,8.80E-06,9.80E-06,1.00E-05,9.20E-06,5.80E-09,1.80E-09,1.80E-05,2.30E-06,APO,Otto Matic,13252,30/11/86,13/03/23,875,,,0,0.5107,,,,,,,,,
2004954,  4954 Eric (1990 SQ),4954,Eric,,Y,N,0,12.58,,,,,,,10.8,,0.176,12.056,,,,,S,,,,JPL 662,2460000.5,60000,2023-02-25.0,J2000,0.4492,2.002,1.103,17.43,358.42,52.57,139.11,2.9,0.348,2459600.81,2022-01-21.3,1.03E+03,2.83,0.194,75.5,2.7,3.66,1.80E-08,3.20E-09,3.60E-08,4.10E-07,3.70E-06,2.80E-06,5.60E-06,4.60E-09,8.20E-10,1.50E-05,2.50E-06,AMO,Otto Matic,17467,07/06/75,03/04/23,3984,,,0,0.37591,,,,,,,,,
2009950,  9950 ESA (1990 VB),9950,ESA,,Y,N,0,16.21,,,,,,,,,,6.712,,,,,,,,,JPL 177,2460000.5,60000,2023-02-25.0,J2000,0.5329,2.439,1.139,14.59,253.47,103.57,175.83,3.74,0.2588,2459321.12,2021-04-16.6,1.39E+03,3.81,0.28,109,2.1,3.25,3.60E-08,9.70E-09,8.80E-08,5.50E-06,1.50E-05,1.60E-05,7.10E-06,1.50E-08,1.50E-09,2.40E-05,8.30E-06,AMO,Otto Matic,11827,08/11/90,27/03/23,773,,,0,0.44825,,,,,,,,,
2003122,  3122 Florence (1981 ET3),3122,Florence,,Y,Y,2,13.88,,,,,,,4.9,,0.231,2.3581,,,,,S,,,,JPL 725,2460000.5,60000,2023-02-25.0,J2000,0.4232,1.769,1.02,22.14,336.06,27.87,109.37,2.52,0.4189,2459739.44,2022-06-08.9,859,2.35,0.0434,16.9,3,3.92,5.50E-09,3.50E-09,9.80E-09,1.80E-06,1.20E-06,3.40E-06,2.40E-06,4.90E-09,1.20E-09,5.00E-06,2.50E-06,AMO,Otto Matic,16096,09/03/79,03/04/23,5826,6,0,0,0.29729,,,,,,,,,
2001036,  1036 Ganymed (A924 UB),1036,Ganymed,,Y,N,0,9.21,0.3,,,,,,37.675,,0.238,10.297,,0.842,0.417,,S,S,,0.4,JPL 1068,2460000.5,60000,2023-02-25.0,J2000,0.533,2.666,1.245,26.69,215.5,132.47,231.16,4.09,0.2264,2460569.53,2024-09-16.0,1.59E+03,4.35,0.344,134,1.95,3.03,1.10E-08,1.90E-09,3.00E-08,4.90E-07,1.10E-06,1.10E-06,1.60E-06,2.90E-09,2.40E-10,7.50E-06,1.70E-06,AMO,Otto Matic,35956,23/10/24,03/04/23,8176,0,1,0,0.35575,,,,,,,,,
2001620,  1620 Geographos (1951 RA),1620,Geographos,,Y,Y,0,15.32,,,,,,,2.56,5.0x2.0x2.1,0.29,5.22204,,0.862,0.471,,S,S,,0.15,JPL 739,2460000.5,60000,2023-02-25.0,J2000,0.3355,1.246,0.828,13.34,337.17,276.96,224.05,1.66,0.7089,2460192.27,2023-09-04.7,508,1.39,0.0294,11.5,3.45,5.07,8.40E-09,8.30E-10,1.10E-08,4.40E-07,2.00E-06,2.80E-06,2.70E-06,1.10E-09,7.10E-10,3.90E-06,5.10E-07,APO,Otto Matic,26115,14/09/51,15/03/23,5261,3,4,0,0.34254,,,,-2.80E-15,9.60E-16,,,,
2006489,  6489 Golevka (1991 JX),6489,Golevka,,Y,Y,0,19.22,,,,,,,0.53,,0.151,6.026,,,,,Q,,,0.03,JPL 107,2460000.5,60000,2023-02-25.0,J2000,0.6123,2.485,0.963,2.27,209.47,68.67,1.14,4.01,0.2516,2459995.97,2023-02-20.4,1.43E+03,3.92,0.025,9.73,1.17,3.19,2.40E-09,1.80E-09,5.50E-09,6.20E-07,2.20E-05,2.30E-05,1.40E-06,3.00E-09,2.80E-10,5.60E-06,1.60E-06,APO,Otto Matic,8968,15/04/91,03/11/15,1017,20,20,0,0.62902,,,,-1.20E-14,1.50E-15,,,,
2006456,  6456 Golombek (1992 OM),6456,Golombek,,Y,N,0,16,,,,,,,,,,2.50129,,,,,,,,,JPL 314,2460000.5,60000,2023-02-25.0,J2000,0.4093,2.192,1.295,8.22,313.58,347.14,152.89,3.09,0.3037,2459497.02,2021-10-09.5,1.19E+03,3.25,0.28,109,2.17,3.55,2.80E-08,2.20E-09,6.20E-08,3.40E-06,2.00E-05,2.10E-05,3.80E-06,3.20E-09,4.70E-10,1.20E-05,1.80E-06,AMO,Otto Matic,15849,22/08/79,12/01/23,1465,,,0,0.44699,,,,,,,,,
2008013,  8013 Gordonmoore (1990 KA),8013,Gordonmoore,,Y,N,0,17.1,,,,,,,2.3,,,8.4,,,,,,,,,JPL 175,2460000.5,60000,2023-02-25.0,J2000,0.4313,2.2,1.251,7.57,105.56,146.74,10.21,3.15,0.3021,2459966.69,2023-01-22.1,1.19E+03,3.26,0.247,96.3,1.92,3.53,3.50E-08,4.40E-09,7.80E-08,3.60E-06,3.60E-05,3.70E-05,1.00E-05,6.30E-09,9.00E-10,3.40E-05,3.60E-06,AMO,Otto Matic,25658,01/09/51,30/11/21,752,,,0,0.5665,,,,,,,,,
2002340,  2340 Hathor (1976 UA),2340,Hathor,,Y,Y,0,20.32,,,,,,,0.3,,,3.35,,0.77,0.5,,Sq,CSU,,,JPL 62,2460000.5,60000,2023-02-25.0,J2000,0.4499,0.8438,0.464,5.86,211.31,40.09,10.46,1.22,1.272,2459992.27,2023-02-16.7,283,0.775,0.00646,2.51,3.81,6.88,3.60E-08,9.40E-10,3.10E-08,4.30E-06,1.30E-05,1.40E-05,5.40E-06,1.40E-09,2.10E-09,4.30E-06,4.70E-07,ATE,Giorgini,16477,25/10/76,05/12/21,572,4,3,0,0.37471,,,,-3.00E-14,6.30E-16,,,,
2002212,  2212 Hephaistos (1978 SB),2212,Hephaistos,,Y,N,0,13.52,,,,,,,5.7,,0.163,48,,0.766,0.397,,,SG,,,JPL 590,2460000.5,60000,2023-02-25.0,J2000,0.8373,2.16,0.351,11.54,27.5,209.41,359.54,3.97,0.3105,2460001.97,2023-02-26.4,1.16E+03,3.17,0.116,45.1,1.16,3.1,1.70E-08,3.50E-09,3.70E-08,2.00E-06,8.60E-06,8.50E-06,2.70E-06,6.40E-09,7.50E-10,8.80E-06,2.80E-06,APO,Otto Matic,16187,27/09/78,21/01/23,3439,,,0,0.41419,,,,,,,,,
2005143,  5143 Heracles (1991 VL),5143,Heracles,,Y,N,1,14.1,,,,,,,4.843,,0.227,2.7063,,,,,O,,,0.38,JPL 669,2460000.5,60000,2023-02-25.0,J2000,0.7719,1.835,0.419,9,309.36,227.96,167.68,3.25,0.3966,2459577.7,2021-12-29.2,908,2.49,0.0579,22.5,1.8,3.58,1.20E-08,3.00E-09,2.30E-08,5.10E-07,2.50E-06,2.60E-06,2.30E-06,5.40E-09,9.90E-10,4.90E-06,2.30E-06,APO,Otto Matic,25193,30/11/53,21/11/22,3779,1,0,0,0.38996,,,,,,,,,
2069230, 69230 Hermes (1937 UB),69230,Hermes,,Y,Y,1,17.54,,,,,,,,,,13.894,,,,,,,,,JPL 166,2460000.5,60000,2023-02-25.0,J2000,0.6237,1.655,0.623,6.07,34.06,92.91,1.62,2.69,0.4628,2459997,2023-02-21.5,778,2.13,0.00447,1.74,2.42,4.02,1.20E-08,2.00E-09,1.90E-08,4.10E-06,1.00E-05,1.00E-05,3.80E-06,3.30E-09,8.60E-10,8.20E-06,1.40E-06,APO,Otto Matic,31206,25/10/37,03/04/23,1283,3,3,0,0.37041,,,,-1.10E-14,2.00E-15,,,,
2052387, 52387 Huitzilopochtli (1993 OM7),52387,Huitzilopochtli,,Y,N,0,17.72,,,,,,,0.89,,0.171,26,,,,,,,,0.3,JPL 151,2460000.5,60000,2023-02-25.0,J2000,0.1896,1.282,1.039,24.15,297.57,195.56,297.03,1.53,0.6789,2460093.26,2023-05-28.7,530,1.45,0.0606,23.6,3.56,4.95,2.70E-08,1.20E-09,3.40E-08,6.70E-06,4.00E-06,1.60E-05,1.50E-05,1.40E-09,9.50E-10,2.20E-05,7.40E-07,AMO,Otto Matic,10627,20/07/93,24/08/22,1421,2,1,0,0.36726,,,,,,,,,
2003988,  3988 Huma (1986 LA),3988,Huma,,Y,N,0,17.95,,,,,,,0.7,,,10.53,,,,,,,,,JPL 140,2460000.5,60000,2023-02-25.0,J2000,0.3166,1.545,1.056,10.77,229.79,86.96,8.21,2.03,0.5135,2459984.51,2023-02-09.0,701,1.92,0.178,69.2,3.31,4.38,3.40E-08,3.60E-09,5.30E-08,5.40E-06,2.30E-05,2.50E-05,1.10E-05,4.80E-09,1.80E-09,2.20E-05,2.50E-06,AMO,Otto Matic,13056,04/06/86,03/03/22,562,,,0,0.44362,,,,,,,,,
2014827, 14827 Hypnos (1986 JK),14827,Hypnos,,Y,Y,0,18.87,,,,,,,0.9,,,,,0.684,0.492,,,,,,JPL 52,2460000.5,60000,2023-02-25.0,J2000,0.6655,2.843,0.951,1.98,57.94,238.18,258.28,4.74,0.2056,2460495.33,2024-07-03.8,1.75E+03,4.79,0.0149,5.82,0.523,2.93,2.60E-08,2.10E-08,7.30E-08,1.20E-05,2.00E-04,2.00E-04,2.60E-05,3.60E-08,2.30E-09,1.30E-04,2.00E-05,APO,Otto Matic,12022,04/05/86,03/04/19,187,0,10,0,0.64984,,,,,,,,,
2001566,  1566 Icarus (1949 MA),1566,Icarus,,Y,Y,0,16.5,,,,,,,1,,0.51,2.2726,,0.774,0.52,,,,,,JPL 137,2460000.5,60000,2023-02-25.0,J2000,0.8269,1.078,0.187,22.8,87.95,31.44,352.55,1.97,0.8804,2460008.96,2023-03-05.4,409,1.12,0.0339,13.2,3.22,5.3,2.50E-08,2.90E-09,2.70E-08,7.60E-06,3.30E-06,4.90E-06,9.20E-06,5.30E-09,3.60E-09,1.10E-05,1.70E-06,APO,Otto Matic,26694,01/07/49,01/08/22,1154,10,13,0,0.34701,,,,-3.00E-15,6.80E-16,,,,
2037655, 37655 Illapa (1994 PM),37655,Illapa,,Y,Y,0,17.85,,,,,,,,,,2.6556,,,,,,,,,JPL 125,2460000.5,60000,2023-02-25.0,J2000,0.7524,1.478,0.366,18.03,139.54,303.88,285.85,2.59,0.5487,2460135.65,2023-07-10.1,656,1.8,0.0245,9.54,2.83,4.19,2.10E-08,3.90E-09,3.10E-08,4.80E-06,5.60E-06,6.30E-06,6.20E-06,6.90E-09,2.20E-09,1.20E-05,2.60E-06,APO,Otto Matic,10167,01/08/94,02/06/22,649,1,1,0,0.37472,,,,-1.20E-14,3.30E-15,,,,
2007088,  7088 Ishtar (1992 AA),7088,Ishtar,,Y,N,1,16.84,,,,,,,1.298,,0.26,2.679,,,,,,,,0.26,JPL 245,2460000.5,60000,2023-02-25.0,J2000,0.3899,1.981,1.209,8.3,102.61,354.77,59.72,2.75,0.3534,2459831.5,2022-09-09.0,1.02E+03,2.79,0.225,87.7,2.45,3.75,2.30E-08,2.60E-09,4.50E-08,3.10E-06,2.60E-05,2.60E-05,6.70E-06,3.50E-09,6.80E-10,1.90E-05,2.00E-06,AMO,Otto Matic,15369,03/03/81,01/04/23,1326,,,0,0.44028,,,,,,,,,
2025143, 25143 Itokawa (1998 SF36),25143,Itokawa,,Y,Y,0,19.26,,,,,,,0.33,0.535x0.294x0.209,,12.132,2.10E-09,,,,S(IV),,,,JPL 215,2460000.5,60000,2023-02-25.0,J2000,0.2801,1.324,0.953,1.62,69.08,162.81,114.48,1.7,0.6468,2459823.5,2022-09-01.0,557,1.52,0.013,5.07,3.29,4.9,2.20E-09,4.30E-09,2.00E-09,2.80E-07,6.50E-06,6.50E-06,7.90E-06,5.60E-09,3.20E-09,1.20E-05,2.70E-06,APO,Otto Matic,8588,19/09/98,25/03/22,951,19,18,0,0.44999,,,,-2.80E-14,8.50E-15,,,,
2001627,  1627 Ivar (1929 SH),1627,Ivar,,Y,N,0,12.75,0.6,,,,,,9.12,,0.15,4.795,,0.872,0.459,,S,S,,,JPL 1169,2460000.5,60000,2023-02-25.0,J2000,0.3965,1.864,1.125,8.45,133.12,167.81,284,2.6,0.3874,2460196.68,2023-09-09.1,929,2.54,0.112,43.4,2.65,3.88,1.30E-08,1.80E-10,2.40E-08,2.20E-06,1.40E-05,1.30E-05,1.10E-06,2.50E-10,5.70E-11,2.90E-06,1.40E-07,AMO,Otto Matic,34158,25/09/29,03/04/23,8262,3,1,0,0.34689,,,,,,,,,
2010563, 10563 Izhdubar (1993 WD),10563,Izhdubar,,Y,N,0,16.94,,,,,,,,,,,,,,,Q,,,,JPL 85,2460000.5,60000,2023-02-25.0,J2000,0.2663,1.007,0.739,63.46,56.56,132.19,241.47,1.27,0.9756,2460122,2023-06-26.5,369,1.01,0.144,56.1,3.82,5.55,2.10E-08,5.40E-10,2.10E-08,2.70E-06,2.70E-06,1.00E-05,1.10E-05,6.80E-10,7.80E-10,1.20E-05,3.00E-07,APO,Otto Matic,11187,13/11/91,30/06/22,630,,,0,0.61592,,,,,,,,,
2006063,  6063 Jason (1984 KB),6063,Jason,,Y,N,0,16.04,,,,,,,1.4,,0.21,48.6,,,,,,,,,JPL 195,2460000.5,60000,2023-02-25.0,J2000,0.7625,2.221,0.528,4.96,169.06,337.6,281.21,3.91,0.2977,2460265.12,2023-11-16.6,1.21E+03,3.31,0.0763,29.7,1.13,3.19,7.30E-09,2.60E-09,1.70E-08,1.30E-06,3.80E-05,3.80E-05,1.00E-06,4.50E-09,5.20E-10,3.90E-06,2.10E-06,APO,Otto Matic,22620,22/10/60,27/09/22,1238,7,3,0,0.38218,,,,,,,,,
2005620,  5620 Jasonwheeler (1990 OA),5620,Jasonwheeler,,Y,N,0,17.12,,,,,,,,,,5.307,,,,,,,,,JPL 127,2460000.5,60000,2023-02-25.0,J2000,0.4225,2.159,1.247,7.87,128.65,153.8,105.55,3.07,0.3107,2459660.78,2022-03-22.2,1.16E+03,3.17,0.238,92.5,2.12,3.57,3.60E-08,6.00E-09,7.70E-08,3.80E-06,3.50E-05,3.50E-05,9.50E-06,8.60E-09,1.30E-09,2.90E-05,4.90E-06,AMO,Otto Matic,24671,16/05/55,01/12/22,536,,,0,0.52591,,,,,,,,,
2471926,471926 Jormungandr (2013 KN6),471926,Jormungandr,,Y,Y,0,18.62,,,,,,,,,,,,,,,,,,,JPL 47,2460000.5,60000,2023-02-25.0,J2000,0.8507,1.466,0.219,23.55,229.42,232.53,209.79,2.71,0.5555,2460270.9,2023-11-22.4,648,1.77,0.0495,19.3,2.77,4.06,7.60E-08,1.20E-08,1.10E-07,1.90E-05,2.90E-05,2.50E-05,2.30E-05,2.10E-08,6.60E-09,4.50E-05,7.70E-06,APO,Otto Matic,3311,28/05/13,21/06/22,375,,,0,0.38696,,,,,,,,,
2008709,  8709 Kadlu (1994 JF1),8709,Kadlu,,Y,N,0,17.08,,,,,,,,,,50.6,,,,,,,,,JPL 66,2460000.5,60000,2023-02-25.0,J2000,0.489,2.529,1.293,3.52,119.24,153.64,35.44,3.77,0.245,2459855.86,2022-10-03.3,1.47E+03,4.02,0.277,108,1.37,3.27,1.10E-07,1.20E-08,2.80E-07,4.80E-06,1.00E-04,1.10E-04,3.60E-05,1.80E-08,1.80E-09,1.40E-04,1.10E-05,AMO,Otto Matic,11568,23/09/90,26/05/22,526,,,0,0.57462,,,,,,,,,
2469219,469219 Kamo`oalewa (2016 HO3),469219,Kamo`oalewa,,Y,N,0,24.33,,,,,,,,,,0.467,,,,,,,,,JPL 27,2460000.5,60000,2023-02-25.0,J2000,0.1028,1.001,0.898,7.79,65.91,305.35,141.14,1.1,0.9841,2459857.08,2022-10-04.5,366,1,0.0315,12.3,4.06,6.06,2.40E-07,3.50E-09,2.40E-07,1.70E-05,1.50E-05,2.30E-05,2.30E-05,3.90E-09,5.20E-09,2.30E-05,1.90E-06,APO,Otto Matic,6266,17/03/04,13/05/21,310,,,0,0.3619,,,,,,,,,
2003362,  3362 Khufu (1984 QA),3362,Khufu,,Y,Y,0,18.52,,,,,,,0.7,,0.21,,,,,,,,,,JPL 24,2460000.5,60000,2023-02-25.0,J2000,0.4686,0.9895,0.526,9.92,152.42,55.05,119.11,1.45,1.001,2459881.54,2022-10-29.0,360,0.984,0.0131,5.1,3.52,6.02,5.70E-07,1.20E-08,5.70E-07,1.20E-05,5.80E-05,4.80E-05,2.00E-04,1.70E-08,1.80E-08,2.00E-04,6.40E-06,ATE,Otto Matic,7394,30/08/84,27/11/04,262,,,1,0.6347,,,,,,,,,
2162011,162011 Konnohmaru (1994 AB1),162011,Konnohmaru,,Y,N,0,16.59,,,,,,,,,,2.998,,,,,Sq,,,,JPL 116,2460000.5,60000,2023-02-25.0,J2000,0.5973,2.833,1.141,4.55,66.73,342.95,48.38,4.53,0.2067,2459766.46,2022-07-05.9,1.74E+03,4.77,0.152,59.2,0.885,3.02,2.90E-08,1.30E-08,8.10E-08,4.70E-06,9.40E-05,9.40E-05,7.20E-06,2.00E-08,1.40E-09,3.40E-05,1.20E-05,AMO,Otto Matic,10688,22/12/93,28/03/23,498,,,0,0.42931,,,,,,,,,
2003102,  3102 Krok (1981 QA),3102,Krok,,Y,N,0,16.17,,,,,,,1.6,,,149.4,,0.834,0.521,,S,QRS,,,JPL 381,2460000.5,60000,2023-02-25.0,J2000,0.4496,2.151,1.184,8.44,172.05,154.8,54.24,3.12,0.3125,2459826.92,2022-09-04.4,1.15E+03,3.15,0.182,70.8,2.27,3.56,1.40E-08,1.40E-09,3.10E-08,2.10E-06,1.60E-05,1.60E-05,2.40E-06,2.10E-09,3.20E-10,7.70E-06,1.20E-06,AMO,Otto Matic,15121,21/08/81,14/01/23,2311,,,0,0.43653,,,,,,,,,
2009162,  9162 Kwiila (1987 OA),9162,Kwiila,,Y,N,0,18.03,,,,,,,1.127,,0.088,15.13,,,,,,,,0.23,JPL 151,2460000.5,60000,2023-02-25.0,J2000,0.5955,1.497,0.605,9.01,180.01,235.8,114.33,2.39,0.5383,2459788.1,2022-07-27.5,669,1.83,0.0809,31.5,3.03,4.33,2.60E-08,1.10E-09,3.90E-08,3.50E-06,1.90E-05,1.90E-05,4.00E-06,1.80E-09,6.10E-10,7.30E-06,7.60E-07,APO,Otto Matic,12354,18/07/87,14/05/21,754,,,0,0.48411,,,,,,,,,
2015817, 15817 Lucianotesi (1994 QC),15817,Lucianotesi,,Y,N,0,18.41,,,,,,,,,,11,,,,,Xc,,,,JPL 139,2460000.5,60000,2023-02-25.0,J2000,0.1182,1.325,1.168,13.87,162.49,94.24,312.2,1.48,0.6465,2460074.43,2023-05-09.9,557,1.52,0.248,96.5,3.56,4.9,3.40E-08,1.60E-09,4.50E-08,3.50E-06,1.20E-05,2.70E-05,3.00E-05,1.80E-09,1.10E-09,4.70E-05,9.90E-07,AMO,Otto Matic,9636,28/08/94,14/01/21,968,,,0,0.53759,,,,,,,,,
